name	181004-190521_Brain_S35	32150116_EXO_S31	32150161_EXO_S32	32150704_EXO_S33	32150978_EXO_S34	32160284_EXO_S1	32160340_EXO_S2	32160373_EXO_S3	32160612_EXO_S4	32160622_EXO_S5	32160628_EXO_S6	32160670_EXO_S7	32160765_EXO_S8	32160965_EXO_S9	32161004_EXO_S10	32161013_EXO_S11	32161045_EXO_S12	32161046_EXO_S13	32161065_EXO_S14	32161104_EXO_S15	32161237_EXO_S16	32161245_EXO_S17	32161253_EXO_S18	32161392_EXO_S19	32170016_EXO_S20	32170083_EXO_S21	32170268_EXO_S22	32170269_EXO_S23	32170272_EXO_S24	32170383_EXO_S25	32170385_EXO_S26	32170409_EXO_S27	32170434_EXO_S28	32170450_EXO_S29	32170652_EXO_S30
hsa-miR-378g	83	1				1				2							1				2	1	34		9	11	1		1	1	3		1	5	36
hsa-miR-378i	23	3		3						5	1			1	1	3	5		3		3	1	1		8	4			6	1	2		3	3	1
hsa-miR-379-3p	764						22																												
hsa-miR-379-5p	79355	38	1				2			37	17			1	45			1		2	23	31			22		10		2		18			28	2
hsa-miR-380-3p	1518																																		
hsa-miR-380-5p	345																																		
hsa-miR-381-3p	2113																6							13							1				
hsa-miR-382-3p	9400				1																			22			12		19		5				
hsa-miR-382-5p	28321	34		48	1		2	15		49	32				123						21				21	18	1		9		40			13	36
hsa-miR-383-3p	92																																		
hsa-miR-383-5p	5667																																		
hsa-miR-3909	147	83	27	13						6				10			21	13	11		18		24		15				14	9			7	12	12
hsa-miR-3912-3p	68	35		23						11					15								6		9										22
hsa-miR-3913-3p	32																2	11					16		1					1					
hsa-miR-3913-5p	61	10					19			15							14				29		8		6										22
hsa-miR-3916																															4				
hsa-miR-3918																									2										
hsa-miR-3928-3p	69														14														19				15		
hsa-miR-3934-5p																				20															
hsa-miR-3936	34																														6				
hsa-miR-3937	14																	6							3		11								
hsa-miR-3938	12																																		
hsa-miR-3940-3p	32			34						28												6			20										
hsa-miR-3942-5p												1	1		16		1																		
hsa-miR-3943	176																																		
hsa-miR-3944-3p																											8								
hsa-miR-3944-5p										10																									
hsa-miR-3960							7	19		8				4		1		11		6	1		1		18			3	21	1	8	6	3		
hsa-miR-409-3p	33848	50	9	75	1					145	57			42		61	15	1	1	19		140		24	2	52			72		19		7	58	31
hsa-miR-409-5p	1832									16																									33
hsa-miR-410-3p	3149																																		
hsa-miR-410-5p	134																																		
hsa-miR-411-3p	2288				1																						1		2				10		
hsa-miR-411-5p	25202									6											1			10	3	18	6		28		11		16		14
hsa-miR-412-3p	14																																		
hsa-miR-412-5p	2691						1																												
hsa-miR-421	9043	136	40	187			40	22	10	169	20			86	143	53	113	29	107	21	70	238	145	3	180	70	6		131	64	21		125	49	308
hsa-miR-423-3p	76557	5941	1498	5043	181	559	3036	147	814	5280	1520	76	617	1702	3417	3107	5646	477	2603	708	4197	2088	4949	461	5416	1761	686	438	4095	2482	1117	390	4889	3172	6869
hsa-miR-423-5p	38444	10399	3043	8113	195	926	3381	310	850	8721	2941	364	1052	2467	6223	4370	7795	606	2571	870	6104	2761	7735	683	6847	2248	924	947	5273	3060	1536	327	5328	4638	13441
hsa-miR-424-3p	788	594	306	335			229	15	23	364	108		37	195	354	226	342	15	208	62	541	289	546	28	748	309	46	7	538	154	64	40	648	229	584
hsa-miR-424-5p	514	270	173	23			205			223	54			27	176	45	144	4	201	21	233	164	166	89	321	149	18	19	192	22	24	11	166	47	72
hsa-miR-425-3p	2236	122	3	76		13	78	1		107	54	16		55	68	19	57		92	68	29	44	111	11	128	37		7	85	35	39	12	69	95	105
hsa-miR-425-5p	15326	787	411	525	29	86	450	34	120	726	186	21	106	346	872	703	888	44	1412	409	709	818	1082	153	1004	621	234	140	869	479	396	103	1269	882	1345
hsa-miR-4259					14							24					16		11											6			13		
hsa-miR-4279														2																					
hsa-miR-4283				1																															
hsa-miR-4286	1	12								11							22								2									8	74
hsa-miR-429	208	4181	826	4286	100	341	2792	199	932	4072	1375	37	644	1573	3152	2561	5234	214	4616	2658	4977	8138	3479	525	4791	2580	497	459	6475	2526	4046	457	6204	6987	4526
hsa-miR-4306	7																																		
hsa-miR-431-3p	1073																																		
hsa-miR-431-5p	804		1			1																													24
hsa-miR-432-3p	19																																		
hsa-miR-432-5p	19910	47	7	63	1	14				66	28			26	25		15				39	66		4	1		13	12	5		14			17	58
hsa-miR-4324	35		21	7		17			13	3						3			27			1		1	10	21		1		5	3				1
hsa-miR-4326	232									6										10	25		15		13	5				11					49
hsa-miR-433-3p	37396		22								1									1	1					1								1	1
hsa-miR-433-5p	886	1																																	
hsa-miR-4421	25																																		
hsa-miR-4422	11															1									9										
hsa-miR-4423-5p	18	34	8				16			5					38		10								7				14	6	2				
hsa-miR-4429	10	1	1			1					1		1		2	3	1		2	2		1								2					3
hsa-miR-4433a-3p	8																					13													
hsa-miR-4433a-5p		17																			4														
hsa-miR-4433b-3p																					26														
hsa-miR-4433b-5p	56																																9		
hsa-miR-4440	88									3																							27		
hsa-miR-4443	569		14	10			16		9		12			3	34		33		31	16	3		29		47	8	6		4	4	2		47		21
hsa-miR-4445-3p																																		3	
hsa-miR-4446-3p	301	10	6			8			17	25							27	20	48	18		13				18				5	32			4	79
hsa-miR-4448																1														1					
hsa-miR-4449																		11																	
hsa-miR-4451																	10										1		23						
hsa-miR-4454	15																												24						
hsa-miR-4463	2																																		
hsa-miR-4466							10			18			21				9					15	8						25		4				
hsa-miR-4467	17																																		
hsa-miR-4469		14																																	
hsa-miR-4470																												1							
hsa-miR-4473	17						26							12																					
hsa-miR-4479									13																										
hsa-miR-448	377																																		
hsa-miR-4482-3p	66		5																																
hsa-miR-4482-5p	9																																8		
hsa-miR-4484	8																			28					6										
hsa-miR-4485-3p	45																								5								9		
hsa-miR-4488	26									37				135	11			6	70						5	7				17	5		8		
hsa-miR-4492	18											31		4																1					
hsa-miR-4497											11											5													20
hsa-miR-4498	13																																		
hsa-miR-449a		31	8																23						10										
hsa-miR-449b-3p																																	7	6	
hsa-miR-449c-3p																													18						
hsa-miR-449c-5p	1	18	1						16																14										
hsa-miR-4500	2		1																																
hsa-miR-4508	31	17					33		26	7							15		34					5		5	11			15				13	
hsa-miR-450a-1-3p		26															3						7		8				10		6				
hsa-miR-450a-2-3p	64					23											15									9				3		19	15	7	
hsa-miR-450a-5p	236	146	67	125		38	81	3		87	72		12	79	77	59	102		12	29	55	215	198	27	264	97	21	35	218	50	44	14	140	78	177
hsa-miR-450b-5p	808	183	73	135			122		19	115	229			116	73	87	90	1	98	72	116	344	150	9	275	155	28	29	198	69	82	17	192	100	340
hsa-miR-4510	1067	78	20	81		8	19	2	12	66	20	1	6	14	44	30	54	5	10	5	63	21	60	3	50	8	5	6	47	17	7	2	27	52	139
hsa-miR-4511																						9			5									9	
hsa-miR-4516			1							9	1			7										6		10			9				8		1
hsa-miR-451a	70822	48	36	17	4	1	3	1		14	2	1	51	20		1	264	15	2	54	8	10	53	39	2619	23	3	10	34		4		1		28
hsa-miR-452-3p																				12							1								25
hsa-miR-452-5p	112	90		78	1		18	16	12	58	24			10	18	14	73		109	31	38	93	26	7	93	43	20		27	24	7		24	74	76
hsa-miR-4520-2-3p	28																																		
hsa-miR-4520-3p	39																																		
hsa-miR-4521	16																									11									
hsa-miR-4524a-3p	6																																		
hsa-miR-4525	22									6	13														11									9	
hsa-miR-4535													13																						
hsa-miR-4536-5p	59																																		
hsa-miR-4538			22		14	53	19	37		16				31	32	1		9		47	11		46	26	16	6	6			11			9	14	
hsa-miR-454-3p	5598	111	105	29			79			114	15			42	68	48	41		117	52	147	69	167	13	185	45	14	16	63	14	13		66	70	205
hsa-miR-454-5p	164	23									16							10				21	23		8	9			45	7	5		1	19	
hsa-miR-455-3p	1138	318	196	174		17	153	10	42	814	190		4	217	526	201	279	6	183	101	310	328	191	16	644	267	46	52	429	151	170	51	539	322	392
hsa-miR-455-5p	52	13					10			20								12	46			15	4		35	11	14		27		15	17	16	6	
hsa-miR-4632-5p								1																		6									
hsa-miR-4634									2	1																					13				
hsa-miR-4635																								1											1
hsa-miR-4636	78	10								7							4								20	2			1				4	5	
hsa-miR-4638-3p	12																								11										
hsa-miR-4639-3p																											1								
hsa-miR-4640-3p	224	7		11						26				5			6				8			17									7	10	
hsa-miR-4641	18																																		
hsa-miR-4644							19																												
hsa-miR-4645-3p						17																													
hsa-miR-4646-5p	18																																		
hsa-miR-4647		10								51							4												14				3		11
hsa-miR-4648																												1							
hsa-miR-4651												1																							
hsa-miR-4654																	8																		
hsa-miR-4655-5p	18																																		
hsa-miR-4657	28																																		
hsa-miR-4658	38																																		
hsa-miR-4659a-3p	24						15																												
hsa-miR-4659a-5p								13																	5										
hsa-miR-4659b-3p	21																																		
hsa-miR-466	10																		11																
hsa-miR-4660																	16					15													
hsa-miR-4661-5p	22									10					14										12						1				
hsa-miR-4662a-3p																							2								11				
hsa-miR-4662a-5p	119	12	4	28					15	33	31			25	89		49		32	15	68	14	53		71	13	6		39	38	16	1	17	29	16
hsa-miR-4662b	25	10		11																			9												
hsa-miR-4664-3p																												6					7		
hsa-miR-4665-3p		9																																	
hsa-miR-4665-5p				33																															
hsa-miR-4667-5p																							22										1		
hsa-miR-4668-5p	32																																		
hsa-miR-4671-3p	26																												4						
hsa-miR-4671-5p				14		13				39		20					9	8				8	5	8		7									
hsa-miR-4673								6									4																		
hsa-miR-4674										1																									
hsa-miR-4676-3p				29																									4						
hsa-miR-4676-5p																			23															4	
hsa-miR-4677-3p	74									12						15			25						8		1								14
hsa-miR-4680-3p		34	30			13	1	20			16			29	22	1	11	12			27	13	17	10	14	22			1	4				13	
hsa-miR-4683			3												10								13	1											
hsa-miR-4684-3p										17																									
hsa-miR-4684-5p	12																																		
hsa-miR-4685-3p	52						21										9								3										
hsa-miR-4687-3p	13																																		
hsa-miR-4687-5p																															1			4	
hsa-miR-4688	1																																		
hsa-miR-4695-3p										3																5									
hsa-miR-4695-5p															13																				
hsa-miR-4698																									5										
hsa-miR-4699-3p			27	1																					10						6				
hsa-miR-4700-5p										8																									
hsa-miR-4705	165																												5						
hsa-miR-4707-3p			19																		19														
hsa-miR-4707-5p										1											26				4										
hsa-miR-4708-3p																				22															
hsa-miR-4708-5p																									3										
hsa-miR-4709-3p																													2						
hsa-miR-4709-5p	29																					11	16		6										
hsa-miR-4712-5p	6																																		
hsa-miR-4713-5p																			23			21				11							8		
hsa-miR-4714-3p	17																																		
hsa-miR-4714-5p	21																														5				
hsa-miR-4715-3p																										1									
hsa-miR-4716-3p																													10					7	
hsa-miR-4717-3p	27																																		
hsa-miR-4719	10																																		
hsa-miR-4721																																12			
hsa-miR-4723-3p	26	15												5	17										6										
hsa-miR-4723-5p																									1										
hsa-miR-4724-5p																							3		9	6									
hsa-miR-4725-3p																										1									
hsa-miR-4725-5p										3															5										
hsa-miR-4728-3p	10	22		27			48		11	13				10		33	40				13	15	18	6	34	4			1	30	10		25	4	39
hsa-miR-4728-5p																									10								6		
hsa-miR-4729																						4													
hsa-miR-4731-3p										20																									
hsa-miR-4731-5p	36																																		
hsa-miR-4736	10																																		
hsa-miR-4738-3p	56																				6										3				
hsa-miR-4739		1											16																			9			
hsa-miR-4741																1	1					15				1				1					
hsa-miR-4742-3p	168						27									13									8	14									
hsa-miR-4742-5p	26																		11														6		
hsa-miR-4743-5p	19																																13		
hsa-miR-4745-3p	7																																		
hsa-miR-4746-3p										6								3									1								
hsa-miR-4747-3p																												2							
hsa-miR-4748						22				15																									
hsa-miR-4749-5p	75																																		
hsa-miR-4750-3p	2																																		
hsa-miR-4750-5p	1					14											22			38			13												
hsa-miR-4753-3p													21																						
hsa-miR-4753-5p	1								7					11																					
hsa-miR-4755-3p	22																																		
hsa-miR-4755-5p																															1				
hsa-miR-4757-3p																											2		9						
hsa-miR-4757-5p														1																				1	
hsa-miR-4758-3p																									6										
hsa-miR-4761-3p																						17					9			11	14				
hsa-miR-4762-3p																														4					
hsa-miR-4762-5p	10																																		
hsa-miR-4763-3p					13								24	5			12																		26
hsa-miR-4763-5p	20																																		
hsa-miR-4766-3p	33																																		
hsa-miR-4767	24																								10										
hsa-miR-4768-5p		19																								5									
hsa-miR-4772-3p										27													13			3									
hsa-miR-4775	45									12																								10	36
hsa-miR-4778-5p																											1								
hsa-miR-4780	112																																		
hsa-miR-4781-3p	1																												1						
hsa-miR-4781-5p																													8						
hsa-miR-4783-3p	31																																		24
hsa-miR-4784		14																																	
hsa-miR-4787-3p	343									23							12																		
hsa-miR-4787-5p												1	20					7																	
hsa-miR-4791	117																																		
hsa-miR-4795-3p																																	6		
hsa-miR-4796-3p																	12		12						3				5		2				
hsa-miR-4796-5p	41																					14									5		5		22
hsa-miR-4797-3p	29																																		
hsa-miR-4797-5p																							20												
hsa-miR-4798-5p	69																																		
hsa-miR-4800-3p	46									16			3				22						29		7									11	
hsa-miR-4800-5p						22																													
hsa-miR-4802-5p																	27								6										
hsa-miR-4804-5p	13																					13								17	13				
hsa-miR-483-3p	238	7													26								3												
hsa-miR-483-5p	167		8	2	2					14			21					7																	
hsa-miR-484	5096	732	131	490	36	54	286	20	90	513	283		64	175	406	333	550	56	404	211	691	453	681	107	1073	303	85	112	816	334	239	57	686	494	1263
hsa-miR-485-3p	21499	13								27	35			19	1		13		1		2			21	5		9		5				6		1
hsa-miR-485-5p	20320				1					26	46	1							1		2				4	1	11		16						1
hsa-miR-486-3p	208																								9	4			9	5					
hsa-miR-486-5p	17495	98	75	80	1	21	61	1	2	218	87		50	42	95	34	147	31	75	44	61	12	98	18	790	26	17		11	22	6	2	36	34	68
hsa-miR-487a-3p	1691										34																								
hsa-miR-487a-5p	1002																										12								
hsa-miR-487b-3p	158313	93	30	76	4	22	2	1	1	152	52	1		18	2		18	15		25	51	109		62	27	36	22	32	205	11	43		48	30	140
hsa-miR-487b-5p	505																																		
hsa-miR-488-3p	1982																																1		
hsa-miR-488-5p	216																																		
hsa-miR-489-3p	29	14		48			13		4	196			11	70	68		112	4	44	28	33	124	84		34	8	8		37	49	39		20	50	
hsa-miR-490-3p	154																																		
hsa-miR-490-5p	288																																		
hsa-miR-491-3p	79																								4										
hsa-miR-491-5p	599																					14			8										
hsa-miR-492													1																						
hsa-miR-493-3p	111		9																												3		4		
hsa-miR-493-5p	1531	34					20			32	86			7		6	14				14	33			9		16		15		17		9		24
hsa-miR-494-3p	5149	63		30						64	22							6				92	12	6			12			18	12				
hsa-miR-494-5p	13																																		
hsa-miR-495-3p	31090	9	2	47						28	24		1		42					10						22	2		40		7		11		
hsa-miR-495-5p	16																																		
hsa-miR-496	181																								9										
hsa-miR-497-5p	2402									12		1			25						13				23										
hsa-miR-498-5p																			14																
hsa-miR-4999-5p	18																																		
hsa-miR-499a-3p																							3												
hsa-miR-499a-5p	4188	69	18	96		26		31	15	105				58	58	32	73			10	46	49	63	2	110	42		17	43	18	21		75	67	119
hsa-miR-499b-3p																																	6		
hsa-miR-499b-5p	30													7																					
hsa-miR-5001-3p	12									4				4															6					7	
hsa-miR-5001-5p																		1																	
hsa-miR-5002-5p	84																																3		
hsa-miR-5004-3p	29																																		
hsa-miR-5006-3p	21																				21									6				3	56
hsa-miR-5009-5p	8																																		
hsa-miR-500a-3p	2314	2146	331	1466	75	129	1144	22	298	1829	846		166	589	2109	1106	2403	72	803	229	2123	1166	1873	186	2236	627	136	130	1994	568	420	152	1852	1370	2751
hsa-miR-500a-5p	89	142	19	102			44	1	25	93	37			28	80	19	115		90		47	176	70	15	129	44			96	6	30		134	82	123
hsa-miR-500b-3p	34	10	1								21			1	30		14				1	7	18		2	2	1		15	1			2		25
hsa-miR-500b-5p	49	142	19	91			44	1	25	88	37			28	24	19	82		90		36	145	47	15	125	44			77	6	30		114	73	104
hsa-miR-501-3p	2066	2235	663	1909	39	166	1538	15	220	1958	535	2	250	731	2866	1279	1927	76	778	277	1886	893	1946	161	2070	580	264	144	2092	670	455	119	1503	1131	4051
hsa-miR-501-5p	237	341	106	17		64	66		14	123	57		65	29	245	129	223	14	9		144	182	135	48	287	53	8	15	316	64	56	18	206	127	261
hsa-miR-5010-3p	458	31												10		16	7				15		19		8	7		10			4				
hsa-miR-5010-5p	103															20							2												
hsa-miR-502-3p	1571	1747	426	1450	9	138	730	13	167	1113	491	1	63	599	1595	651	1538	119	511	195	1546	753	1439	162	1743	524	93	75	1924	458	338	151	1395	1169	1555
hsa-miR-502-5p	13	7					47			25			12	11		23		1	11	32	43	12	11		8	24			9	30	4		4	24	50
hsa-miR-503-3p										9																			11						
hsa-miR-503-5p	569	175	79	191		36	67	11	11	97	124			23	24	44	111	1	91	52	69	96	120		232	107	20	33	44	57	19	13	79	35	159
hsa-miR-504-3p	2																												5						
hsa-miR-504-5p	11656	89	38							69					99	19	18				42	13	29		50	7	1	18	29	4	15		30	52	121
hsa-miR-505-3p	3095	684	157	613	18	111	583	5	90	485	172	39	75	218	306	542	638	53	434	226	581	619	609	96	882	269	78	115	995	307	314	16	676	695	667
hsa-miR-505-5p	113	25													11		31	5	31		26		14		8	13					9		10	9	
hsa-miR-506-3p		7								40							6								17				4				7	7	16
hsa-miR-506-5p																											6								
hsa-miR-508-3p	262		27							68			17	30	18	20	22		43	23	63	38	24		89	31		12	22	10			21	23	27
hsa-miR-508-5p	23		35							5				8		28	17		26		27		23		10	35	11		12	1	12			6	
hsa-miR-5088-5p	20																																		
hsa-miR-509-3-5p		17	55							29	52			7		25						11	7		24	11				12	15		12		
hsa-miR-509-3p	70	43	81	22						133					19	6	63			27	107		40		64	28			41	9			24	31	
hsa-miR-509-5p																				9	12					2							8		26
hsa-miR-5090	15																																		
hsa-miR-510-3p																											5								
hsa-miR-510-5p				35																					1				2				15		
hsa-miR-5100	25	94	103	67		71	486			730			18	45	175	141	767	36	77	22	168	72	119	7	73	95	18	24	233	155	24	9	1142	64	456
hsa-miR-511-3p	11																																		
hsa-miR-511-5p	111																																		
hsa-miR-513a-3p	34																															4			
hsa-miR-513a-5p		54	44	52		46				36				59	35		61		74	3	62	74			91				38	12	11		21		23
hsa-miR-513b-5p		18	47	33			29			29	28								27			1			18	19	9	7							
hsa-miR-513c-3p	34																															4			
hsa-miR-513c-5p	125	12	50							37						36	22		14		4		16		19		10		19		2			5	
hsa-miR-514a-3p	83		90	60						211	34			15	72	25	28		42	16	69	10	19		95	62	19	26	53	38	20			47	
hsa-miR-514a-5p			100							67							5				32		19		63	31			26		17				
hsa-miR-514b-3p														7		1										1									
hsa-miR-514b-5p		8	11	16					1	21	13		17											11	13				26		9				
hsa-miR-515-3p		7																																7	
hsa-miR-516a-5p	87									22				6			39					7			2	19					1	9	3		
hsa-miR-516b-5p	30						1		16																										
hsa-miR-517a-3p						15	12		17																										
hsa-miR-517b-3p						15	12		17																										
hsa-miR-5187-3p						8																													
hsa-miR-5187-5p	90											45					6				18		10			8								8	
hsa-miR-5189-3p																														5					
hsa-miR-518b																									10										
hsa-miR-518e-5p									6																										
hsa-miR-5191	18																																		
hsa-miR-5193			1							3																			6						
hsa-miR-5194	22																																		
hsa-miR-5196-3p	96																																		
hsa-miR-519a-2-5p																					25														
hsa-miR-519a-5p	20								6																			11						4	38
hsa-miR-519b-5p									6																										
hsa-miR-519c-5p									6																										
hsa-miR-520b-5p																					25														
hsa-miR-520g-3p																										3									
hsa-miR-522-3p	334									19					34		7					20				13				6			9		
hsa-miR-522-5p									6																										
hsa-miR-523-5p									6																										
hsa-miR-525-5p																			12														8		
hsa-miR-532-3p	188	511	130	397	1	15	192		26	218	8	1	46	140	248	188	364	42	32	3	371	132	380	20	416	100	26	46	358	85	76	28	372	209	585
hsa-miR-532-5p	3132	3685	594	1321	35	179	1870	59	340	1918	998	2	323	816	2301	1075	2706	171	1031	502	2483	2194	2310	287	2839	1035	187	201	2892	824	661	226	2397	1893	5147
hsa-miR-539-3p	3569									14					31												7							1	
hsa-miR-539-5p	2082	17																											7						
hsa-miR-541-3p	99																																		
hsa-miR-541-5p	37																																		
hsa-miR-542-3p	482	150	105	78			65		7	203	141			51	57	34	176		121	28	94	116	79	7	194	108		53	109	51	21	22	126	56	157
hsa-miR-542-5p	37		11										16				13		15														7		
hsa-miR-543	25495	34	12							12		1		6			8				1				11		2	28	12				1	17	34
hsa-miR-544a	4																																		
hsa-miR-544b										5																									
hsa-miR-545-5p	18		3																														10		53
hsa-miR-548a-3p	50																										7							10	
hsa-miR-548a-5p	40																																		
hsa-miR-548ab	103																																		
hsa-miR-548ad-5p																															7				
hsa-miR-548ag																																		9	
hsa-miR-548ah-5p	58			12																					7										
hsa-miR-548al	19																		3																
hsa-miR-548ar-3p	109																																		
hsa-miR-548at-3p	18																																		
hsa-miR-548at-5p	19																																		
hsa-miR-548aw	9																												6		7				
hsa-miR-548ax																																			1
hsa-miR-548ay-3p	54																	12	14										22		9			3	
hsa-miR-548b-3p																						15													
hsa-miR-548ba	17		21																						2	13			29				6		33
hsa-miR-548e-3p	157								11	24					29	27	45		53			58	35		34	23	10				9		11	18	
hsa-miR-548e-5p																			40															2	
hsa-miR-548f-3p																																1			
hsa-miR-548j-5p	8													5			39					28			5	5							6		
hsa-miR-548k	124		12				27			5									1		8	28	5		7	18			38		9		14	14	
hsa-miR-548l	49		3																	13			15		17						6				
hsa-miR-548n					1														4						6				3						
hsa-miR-548o-3p	34									44	38								32															6	
hsa-miR-548q	40																4							2											
hsa-miR-548s	15								3																									2	
hsa-miR-548v	77										25																				12				
hsa-miR-549a-3p	74																																		
hsa-miR-549a-5p	10																																		
hsa-miR-550a-3-5p	68			10	1																				11				19				15	3	
hsa-miR-550a-3p	17	12																															8		
hsa-miR-550a-5p	149	18		10	1				9										26		27				20	6			50				15	7	15
hsa-miR-551b-3p	74							19															2												
hsa-miR-551b-5p	39		29																						11										
hsa-miR-552-5p	10																																		
hsa-miR-556-3p	23	9													26						51	26	20								4				
hsa-miR-556-5p	51	16					27		7	17													21		8	15							8	16	
hsa-miR-5581-3p	31	11																				13													
hsa-miR-5584-3p	8																																		
hsa-miR-5584-5p	201																																		
hsa-miR-5586-3p	15																								9										
hsa-miR-5586-5p	8																																		
hsa-miR-5588-3p		13																			14														
hsa-miR-5588-5p			32	48													6		17							11									
hsa-miR-559			8																																
hsa-miR-5590-5p		12																																	
hsa-miR-561-5p																																		10	
hsa-miR-5680	63																																		
hsa-miR-5682	20																																		
hsa-miR-5683	8																					8							1						
hsa-miR-5684																										5									
hsa-miR-5690		7																																	
hsa-miR-5695																													10						
hsa-miR-5696											37																								
hsa-miR-5698																														16					
hsa-miR-5699-5p	18	9																							9				10						
hsa-miR-570-3p	29						31															4	11		7										
hsa-miR-5707																	1						1												
hsa-miR-572																									1										
hsa-miR-574-3p	6367	690	187	449	19	10	344	29	110	425	358		45	226	539	274	577	56	257	159	826	490	569	19	1069	257	128	229	556	221	193	29	697	435	865
hsa-miR-576-5p	208	47	4	28			38		3	54				21		34	17			12	61				28	27	6		85		11		15	11	21
hsa-miR-577	2091	51	11				29			7							21				50	28			7		7		1		26	1	47	12	
hsa-miR-579-3p	24			22																															
hsa-miR-579-5p	15																																		
hsa-miR-580-3p																			19																
hsa-miR-582-3p	905	44	1	18					17	13	13			11			13		40	11			39	3	29	25	22		6	13	16	10	31	18	52
hsa-miR-582-5p	1396	26	22		11	21	116	13	19	62			1	8	19		66	8	61	6	65	24	52	12	71	62			53	16	14		22	53	129
hsa-miR-584-5p	23694	209	52	69	3		146		78	143	161			153	66	139	540	26	397	141	99	348	83		83	282	39	57	116	293	172	13	472	157	196
hsa-miR-585-3p	80																												23	6					
hsa-miR-585-5p							23																												
hsa-miR-589-3p	81		9	23						26						13	2			6		7			13	13							3		
hsa-miR-589-5p	451	42		10			43			28			15	13		22	44				19	82	25		53	19	6		91	9	9	1	20	44	92
hsa-miR-590-3p	1274	72	17	33			6			43					129		63		120	14	51	82		5	42	4	20	12	61	15	46		34	21	82
hsa-miR-592	1221																													15					
hsa-miR-597-3p	15																																		
hsa-miR-597-5p											24																								
hsa-miR-598-3p	11852	179	56	163			79		62	144	33		9	49	53	86	262	10	119	154	230	286	301	46	219	166	13	13	183	83	115	6	182	227	156
hsa-miR-598-5p	25																																		
hsa-miR-599																									2										
hsa-miR-605-3p	36																																		
hsa-miR-605-5p	19																																		
hsa-miR-6068																										9									
hsa-miR-6075																															12				
hsa-miR-6078											1																								
hsa-miR-6080																																		11	
hsa-miR-6088								14																											
hsa-miR-6090																													10						
hsa-miR-6124					22											1																			
hsa-miR-6125								16													17													3	
hsa-miR-6129	15	1								1															1								1	1	2
hsa-miR-6130	16	3		1			1			1					2						1								1						2
hsa-miR-6131																																		1	
hsa-miR-6134	26	2								1	1			1	2	1	1												1						3
hsa-miR-615-3p		316	229	123			128			244	154		32	64	156	209	285	8	2		106	94	305	30	415	103	20	12	384	94	28	24	250	121	351
hsa-miR-615-5p										15																									
hsa-miR-616-3p	49	47			25		27						28		8		14				25		11		21	15			15				19	12	21
hsa-miR-616-5p	38	20													43		9							17	1				12				8	22	
hsa-miR-617										7																									
hsa-miR-618	68	19	25							40				43	54	44	12			9	17	77	83	12	34	25			63	6	15		3	35	6
hsa-miR-622							1							16												6							12		
hsa-miR-624-3p	33													13																					
hsa-miR-625-3p	4842	102	56	52			24	10	12	58	11		20	6	63	183	93	8	51	35	19	54	43	12	38	12	2		43	28	39		60	62	45
hsa-miR-625-5p	220																	12						13			4								
hsa-miR-627-3p	4																														2				
hsa-miR-628-3p	3651	207	11	122		22	74	11		93	35		10	75	62	171	106	12	72		75		122	28	83	14		7	79	14	29	3	42	50	175
hsa-miR-628-5p	5068			26			10			17					38	15			30	15		32	29		33	12	1		1	8			60	17	12
hsa-miR-629-3p	20						14						14		25				21				7		8		4				6		8	4	
hsa-miR-629-5p	1054	136	28	12	24	1		13	9	55				60	112	44	59	29	9		36	39	52	3	86	28			72	32	17		39	55	272
hsa-miR-636	13																						9												
hsa-miR-638						17															1	2		13											
hsa-miR-639						20								1																					
hsa-miR-641	304	36		33						5				7									19		47						10		6	14	
hsa-miR-642a-3p	209					16	21			36			25	19			2			3		11			30	12			59		4		36	16	43
hsa-miR-642a-5p	78									24			17		25	42	12				3			5	11								5		
hsa-miR-642b-3p																									5										
hsa-miR-642b-5p										24																									
hsa-miR-643	28							19																											15
hsa-miR-6500-3p	99																												8						
hsa-miR-6501-3p																																	5		11
hsa-miR-6501-5p																																		9	
hsa-miR-6503-3p	8																								1										
hsa-miR-6505-3p	23																																		
hsa-miR-6505-5p	127																												9						14
hsa-miR-6506-5p										4																									
hsa-miR-6507-5p	164																																		
hsa-miR-6508-3p	99																																		
hsa-miR-6508-5p	14																																		
hsa-miR-6509-3p	14																								10								14	4	
hsa-miR-6509-5p		20	10																			13			5	1									
hsa-miR-651-5p	287	18		72					13	80	54		27	10	95	54	54				66	12	28	12	59	35			17	33	25		58	47	
hsa-miR-6510-3p						9											1																25		
hsa-miR-6511a-3p	866	38	21	4			20			43						51					54	10	22		5	9				38	6		9	6	
hsa-miR-6511a-5p	227																									2									
hsa-miR-6511b-3p	855	22	19	26			7			14	13			2			1	4					13	6	4		1		6				6		6
hsa-miR-6511b-5p	227																									2									
hsa-miR-6513-3p		16																		16		3					13						7		
hsa-miR-6513-5p	18																								22										
hsa-miR-6514-3p														12																			7		
hsa-miR-6514-5p	192			29																									3	7			5		
hsa-miR-6515-5p	29																3								1										
hsa-miR-6516-3p	152																																	8	
hsa-miR-6516-5p	121		7																														10		
hsa-miR-652-3p	14461	1235	347	1127	33	163	1130	38	305	1810	733	1	270	426	1102	938	1704	95	736	222	1310	685	1391	151	1557	611	122	76	1756	760	327	71	1093	1074	1600
hsa-miR-652-5p	36	17	16											3			11																	10	
