name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	read count (mult. map. adj.)	181023-190319_Brain_S29181023-190319_Brain_S29(lib)	RPM (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	RPM_adj (total)
hsa-mir-2355	12.0	320.0	320.0	12.403128658196207	11.867940823628418	2:hsa;hsa-mir-2355,207109987,207110073,-	12.403128658196207	11.867940823628418
hsa-mir-1226	11.0	320.0	320.0	12.403128658196207	11.867940823628418	3:hsa;hsa-mir-1226,47849555,47849629,+	12.403128658196207	11.867940823628418
hsa-mir-4446	20.0	298.0	298.0	11.550413562945218	11.052019892003964	3:hsa;hsa-mir-4446,113594876,113594942,+	11.550413562945218	11.052019892003964
hsa-mir-219a-1	8.0	286.0	164.5	11.08529623826286	10.606972111117898	6:hsa;hsa-mir-219a-1,33207835,33207944,+	6.375983325853988	6.100863329646483
hsa-mir-20b	13.0	281.0	281.0	10.891497352978545	10.421535535748705	X:hsa;hsa-mir-20b,134169809,134169877,-	10.891497352978545	10.421535535748705
hsa-mir-5584	4.0	279.0	279.0	10.81397779886482	10.347360905601025	1:hsa;hsa-mir-5584,44545493,44545552,+	10.81397779886482	10.347360905601025
hsa-mir-448	19.0	278.0	276.83333333333337	10.775218021807955	10.310273590527187	X:hsa;hsa-mir-448,114823454,114823564,+	10.729998281908284	10.267005056274376
hsa-mir-4640	17.0	275.0	275.0	10.658938690637365	10.19901164530567	6:hsa;hsa-mir-4640,30890883,30890972,+	10.658938690637365	10.19901164530567
hsa-mir-320d-1	19.0	274.0	163.41071428571428	10.620178913580503	10.161924330231832	13:hsa;hsa-mir-320d-1,40727816,40727887,-	6.3337628544170474	6.060464647155337
hsa-mir-4787	6.0	274.0	274.0	10.620178913580503	10.161924330231832	3:hsa;hsa-mir-4787,50675080,50675163,+	10.620178913580503	10.161924330231832
hsa-mir-1228	10.0	262.0	262.0	10.155061588898144	9.716876549345766	12:hsa;hsa-mir-1228,57194504,57194576,+	10.155061588898144	9.716876549345766
hsa-mir-548k	8.0	254.0	254.0	9.84498337244324	9.420178028755057	11:hsa;hsa-mir-548k,70283955,70284070,+	9.84498337244324	9.420178028755057
hsa-mir-548ab	3.0	247.0	247.0	9.573664933045198	9.160566823238184	3:hsa;hsa-mir-548ab,103524033,103524116,-	9.573664933045198	9.160566823238184
hsa-mir-1258	17.0	247.0	214.0	9.573664933045198	9.160566823238184	2:hsa;hsa-mir-1258,179860836,179860908,-	8.294592290168714	7.936685425801504
hsa-mir-770	9.0	244.0	244.0	9.45738560187461	9.049304878016668	14:hsa;hsa-mir-770,100852390,100852487,+	9.45738560187461	9.049304878016668
hsa-mir-3180-2	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-2,18402180,18402267,-	0.8785549466222313	0.8406458083403461
hsa-mir-3180-3	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-3,14911220,14911313,+	0.8785549466222313	0.8406458083403461
hsa-mir-3180-3	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-3,16309875,16309968,+	0.8785549466222313	0.8406458083403461
hsa-mir-3180-1	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-1,18402178,18402271,-	0.8785549466222313	0.8406458083403461
hsa-mir-3180-3	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-3,18402178,18402271,-	0.8785549466222313	0.8406458083403461
hsa-mir-3180-2	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-2,16309879,16309966,+	0.8785549466222313	0.8406458083403461
hsa-mir-3180-2	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-2,14911224,14911311,+	0.8785549466222313	0.8406458083403461
hsa-mir-3180-1	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-1,14911220,14911313,+	0.8785549466222313	0.8406458083403461
hsa-mir-3180-1	8.0	242.0	22.666666666666664	9.379866047760881	8.975130247868991	16:hsa;hsa-mir-3180-1,16309875,16309968,+	0.8785549466222313	0.8406458083403461
hsa-mir-517b	10.0	234.0	116.83333333333333	9.069787831305977	8.67843172727828	19:hsa;hsa-mir-517b,53721076,53721142,+	4.528433952810178	4.333034644460167
hsa-mir-517a	10.0	234.0	116.83333333333333	9.069787831305977	8.67843172727828	19:hsa;hsa-mir-517a,53712268,53712354,+	4.528433952810178	4.333034644460167
hsa-mir-6505	14.0	234.0	234.0	9.069787831305977	8.67843172727828	12:hsa;hsa-mir-6505,48132797,48132867,+	9.069787831305977	8.67843172727828
hsa-mir-18a	13.0	228.0	227.5	8.837229168964798	8.455907836835248	13:hsa;hsa-mir-18a,91350751,91350821,+	8.817849280436366	8.437364179298328
hsa-mir-1292	9.0	225.0	225.0	8.720949837794208	8.34464589161373	20:hsa;hsa-mir-1292,2652777,2652842,+	8.720949837794208	8.34464589161373
hsa-mir-942	6.0	219.0	219.0	8.48839117545303	8.122122001170698	1:hsa;hsa-mir-942,117094643,117094728,+	8.48839117545303	8.122122001170698
hsa-mir-641	3.0	215.0	215.0	8.333352067225578	7.973772740875343	19:hsa;hsa-mir-641,40282543,40282641,-	8.333352067225578	7.973772740875343
hsa-mir-3622a	8.0	212.0	212.0	8.217072736054988	7.862510795653827	8:hsa;hsa-mir-3622a,27701677,27701759,+	8.217072736054988	7.862510795653827
hsa-mir-551b	10.0	211.0	211.0	8.178312958998124	7.825423480579988	3:hsa;hsa-mir-551b,168551854,168551949,+	8.178312958998124	7.825423480579988
hsa-mir-513c	9.0	210.0	210.0	8.139553181941261	7.7883361655061485	X:hsa;hsa-mir-513c,147189704,147189787,-	8.139553181941261	7.7883361655061485
hsa-mir-3180-4	5.0	209.0	18.999999999999996	8.100793404884397	7.75124885043231	16:hsa;hsa-mir-3180-4,15154850,15155002,-	0.7364357640803997	0.7046589864029371
hsa-mir-3180-5	5.0	209.0	18.999999999999996	8.100793404884397	7.75124885043231	16:hsa;hsa-mir-3180-5,2135977,2136129,-	0.7364357640803997	0.7046589864029371
hsa-mir-320d-2	10.0	208.0	98.41071428571428	8.062033627827535	7.714161535358471	X:hsa;hsa-mir-320d-2,140926160,140926231,-	3.814377345720943	3.6497891673558147
hsa-mir-508	9.0	207.0	207.0	8.023273850770671	7.6770742202846325	X:hsa;hsa-mir-508,147236913,147237027,-	8.023273850770671	7.6770742202846325
hsa-mir-301a	8.0	207.0	207.0	8.023273850770671	7.6770742202846325	17:hsa;hsa-mir-301a,59151136,59151221,-	8.023273850770671	7.6770742202846325
hsa-mir-6842	7.0	206.0	206.0	7.984514073713808	7.639986905210794	8:hsa;hsa-mir-6842,27433370,27433434,+	7.984514073713808	7.639986905210794
hsa-mir-548e	5.0	205.0	205.0	7.945754296656945	7.602899590136955	10:hsa;hsa-mir-548e,110988926,110989013,+	7.945754296656945	7.602899590136955
hsa-mir-10399	11.0	197.0	197.0	7.635676080202041	7.306201069546244	7:hsa;hsa-mir-10399,139044100,139044157,-	7.635676080202041	7.306201069546244
hsa-mir-1287	7.0	196.0	196.0	7.596916303145177	7.269113754472405	10:hsa;hsa-mir-1287,98395218,98395307,-	7.596916303145177	7.269113754472405
hsa-mir-4326	12.0	194.0	194.0	7.519396749031451	7.194939124324728	20:hsa;hsa-mir-4326,63286808,63286866,+	7.519396749031451	7.194939124324728
hsa-mir-676	12.0	188.0	188.0	7.286838086690272	6.972415233881695	X:hsa;hsa-mir-676,70022857,70022923,+	7.286838086690272	6.972415233881695
hsa-mir-4780	9.0	169.0	169.0	6.550402322609872	6.267756247478758	2:hsa;hsa-mir-4780,88082519,88082599,-	6.550402322609872	6.267756247478758
hsa-mir-1270	8.0	164.0	164.0	6.356603437325556	6.082319672109564	19:hsa;hsa-mir-1270,20399272,20399354,-	6.356603437325556	6.082319672109564
hsa-mir-4742	8.0	161.0	161.0	6.240324106154967	5.971057726888048	1:hsa;hsa-mir-4742,224398227,224398311,-	6.240324106154967	5.971057726888048
hsa-mir-6508	7.0	161.0	161.0	6.240324106154967	5.971057726888048	21:hsa;hsa-mir-6508,39447010,39447069,+	6.240324106154967	5.971057726888048
hsa-mir-496	2.0	160.0	160.0	6.201564329098104	5.933970411814209	14:hsa;hsa-mir-496,101060573,101060674,+	6.201564329098104	5.933970411814209
hsa-mir-3909	10.0	158.0	158.0	6.124044774984378	5.859795781666531	22:hsa;hsa-mir-3909,35335640,35335758,+	6.124044774984378	5.859795781666531
hsa-mir-3928	6.0	153.0	153.0	5.930245889700061	5.674359206297337	22:hsa;hsa-mir-3928,31160062,31160119,-	5.930245889700061	5.674359206297337
hsa-mir-187	8.0	152.0	152.0	5.891486112643198	5.637271891223498	18:hsa;hsa-mir-187,35904818,35904926,-	5.891486112643198	5.637271891223498
hsa-mir-2113	5.0	149.0	149.0	5.775206781472609	5.526009946001982	6:hsa;hsa-mir-2113,98024531,98024621,+	5.775206781472609	5.526009946001982
hsa-mir-550a-2	5.0	149.0	56.166666666666664	5.775206781472609	5.526009946001982	7:hsa;hsa-mir-550a-2,32732981,32733077,+	2.177007478027147	2.083070863313946
hsa-mir-483	7.0	149.0	149.0	5.775206781472609	5.526009946001982	11:hsa;hsa-mir-483,2134134,2134209,-	5.775206781472609	5.526009946001982
hsa-mir-550a-1	5.0	149.0	56.166666666666664	5.775206781472609	5.526009946001982	7:hsa;hsa-mir-550a-1,30289794,30289890,+	2.177007478027147	2.083070863313946
hsa-mir-3064	7.0	148.0	148.0	5.736447004415746	5.488922630928143	17:hsa;hsa-mir-3064,64500774,64500839,-	5.736447004415746	5.488922630928143
hsa-mir-3912	7.0	148.0	148.0	5.736447004415746	5.488922630928143	5:hsa;hsa-mir-3912,171386656,171386760,-	5.736447004415746	5.488922630928143
hsa-mir-941-4	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-4,63919756,63919827,+	0.3214781508833943	0.3076065544359571
hsa-mir-2116	4.0	141.0	141.0	5.465128565017704	5.229311425411272	15:hsa;hsa-mir-2116,59171183,59171262,-	5.465128565017704	5.229311425411272
hsa-mir-941-2	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-2,63919505,63919576,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-4	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-4,63919505,63919576,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-2	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-2,63919561,63919632,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-3	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-3,63919505,63919576,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-5	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-5,63919561,63919632,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-3	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-3,63919561,63919632,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-2	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-2,63919756,63919827,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-5	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-5,63919505,63919576,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-5	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-5,63919756,63919827,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-4	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-4,63919868,63919939,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-3	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-3,63919756,63919827,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-2	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-2,63919868,63919939,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-5	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-5,63919868,63919939,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-4	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-4,63919561,63919632,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-1	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-1,63919449,63919520,+	0.3214781508833943	0.3076065544359571
hsa-mir-941-3	8.0	141.0	8.294117647058822	5.465128565017704	5.229311425411272	20:hsa;hsa-mir-941-3,63919868,63919939,+	0.3214781508833943	0.3076065544359571
hsa-mir-7706	6.0	140.0	140.0	5.426368787960841	5.192224110337433	15:hsa;hsa-mir-7706,85380596,85380662,+	5.426368787960841	5.192224110337433
hsa-mir-6507	3.0	134.0	134.0	5.193810125619662	4.9697002198944	10:hsa;hsa-mir-6507,98924499,98924568,-	5.193810125619662	4.9697002198944
hsa-mir-211	9.0	132.0	127.0	5.116290571505935	4.895525589746722	15:hsa;hsa-mir-211,31065032,31065141,-	4.92249168622162	4.7100890143775285
hsa-mir-4433b	6.0	131.0	131.0	5.077530794449072	4.858438274672883	2:hsa;hsa-mir-4433b,64340747,64340848,-	5.077530794449072	4.858438274672883
hsa-mir-374c	14.0	129.0	65.0	5.000011240335346	4.784263644525206	X:hsa;hsa-mir-374c,74218549,74218618,+	2.5193855086961046	2.4106754797995222
hsa-mir-190b	7.0	124.0	124.0	4.806212355051031	4.598827069156012	1:hsa;hsa-mir-190b,154193665,154193743,-	4.806212355051031	4.598827069156012
hsa-mir-4525	5.0	124.0	123.5	4.806212355051031	4.598827069156012	17:hsa;hsa-mir-4525,82668233,82668307,-	4.786832466522599	4.580283411619092
hsa-mir-1343	7.0	124.0	124.0	4.806212355051031	4.598827069156012	11:hsa;hsa-mir-1343,34941837,34941920,+	4.806212355051031	4.598827069156012
hsa-mir-891b	5.0	123.0	123.0	4.767452577994168	4.561739754082173	X:hsa;hsa-mir-891b,146001053,146001131,-	4.767452577994168	4.561739754082173
hsa-mir-10527	3.0	122.0	122.0	4.728692800937305	4.524652439008334	12:hsa;hsa-mir-10527,63823663,63823727,+	4.728692800937305	4.524652439008334
hsa-mir-3187	5.0	119.0	119.0	4.6124134697667145	4.413390493786817	19:hsa;hsa-mir-3187,813584,813653,+	4.6124134697667145	4.413390493786817
hsa-mir-576	4.0	119.0	119.0	4.6124134697667145	4.413390493786817	4:hsa;hsa-mir-576,109488698,109488795,+	4.6124134697667145	4.413390493786817
hsa-mir-429	3.0	118.0	118.0	4.5736536927098514	4.376303178712979	1:hsa;hsa-mir-429,1169005,1169087,+	4.5736536927098514	4.376303178712979
hsa-mir-4286	4.0	118.0	118.0	4.5736536927098514	4.376303178712979	8:hsa;hsa-mir-4286,10666978,10667070,+	4.5736536927098514	4.376303178712979
hsa-mir-5002	7.0	116.0	116.0	4.496134138596125	4.302128548565301	3:hsa;hsa-mir-5002,124132929,124133025,+	4.496134138596125	4.302128548565301
hsa-mir-500b	6.0	116.0	97.5	4.496134138596125	4.302128548565301	X:hsa;hsa-mir-500b,50010672,50010750,+	3.779078263044157	3.6160132196992834
hsa-mir-6716	8.0	113.0	113.0	4.379854807425536	4.1908666033437845	11:hsa;hsa-mir-6716,118644000,118644079,+	4.379854807425536	4.1908666033437845
hsa-mir-4743	4.0	112.0	112.0	4.341095030368673	4.153779288269946	18:hsa;hsa-mir-4743,48670600,48670668,+	4.341095030368673	4.153779288269946
hsa-mir-4685	3.0	111.0	111.0	4.302335253311809	4.116691973196107	10:hsa;hsa-mir-4685,98431292,98431360,-	4.302335253311809	4.116691973196107
hsa-mir-1304	2.0	110.0	110.0	4.263575476254946	4.0796046581222685	11:hsa;hsa-mir-1304,93733674,93733764,-	4.263575476254946	4.0796046581222685
hsa-mir-550a-3	4.0	110.0	36.666666666666664	4.263575476254946	4.0796046581222685	7:hsa;hsa-mir-550a-3,29680734,29680828,-	1.4211918254183153	1.3598682193740894
hsa-mir-5196	3.0	108.0	108.0	4.18605592214122	4.005430027974591	19:hsa;hsa-mir-5196,35345513,35345627,+	4.18605592214122	4.005430027974591
hsa-mir-4705	4.0	108.0	108.0	4.18605592214122	4.005430027974591	13:hsa;hsa-mir-4705,102045934,102046004,-	4.18605592214122	4.005430027974591
hsa-mir-3199-2	6.0	108.0	80.0	4.18605592214122	4.005430027974591	22:hsa;hsa-mir-3199-2,27920526,27920611,+	3.100782164549052	2.9669852059071045
hsa-mir-1185-1	4.0	108.0	74.5	4.18605592214122	4.005430027974591	14:hsa;hsa-mir-1185-1,101042977,101043062,+	2.8876033907363046	2.763004973000991
hsa-mir-3117	4.0	107.0	107.0	4.147296145084357	3.968342712900752	1:hsa;hsa-mir-3117,66628440,66628517,+	4.147296145084357	3.968342712900752
hsa-mir-4999	3.0	105.0	105.0	4.069776590970631	3.8941680827530742	19:hsa;hsa-mir-4999,8389290,8389380,-	4.069776590970631	3.8941680827530742
hsa-mir-3124	4.0	104.0	104.0	4.031016813913768	3.8570807676792356	1:hsa;hsa-mir-3124,248826377,248826443,+	4.031016813913768	3.8570807676792356
hsa-mir-6516	3.0	104.0	104.0	4.031016813913768	3.8570807676792356	17:hsa;hsa-mir-6516,77089417,77089497,+	4.031016813913768	3.8570807676792356
hsa-mir-6755	4.0	103.0	103.0	3.992257036856904	3.819993452605397	11:hsa;hsa-mir-6755,86278333,86278398,+	3.992257036856904	3.819993452605397
hsa-mir-19a	8.0	103.0	102.33333333333333	3.992257036856904	3.819993452605397	13:hsa;hsa-mir-19a,91350891,91350972,+	3.9664171854856622	3.795268575889504
hsa-mir-4324	6.0	100.0	53.0	3.875977705686315	3.7087315073838805	19:hsa;hsa-mir-4324,49308797,49308868,-	2.054268184013747	1.9656276989134567
hsa-mir-6803	7.0	98.0	98.0	3.7984581515725884	3.6345568772362027	19:hsa;hsa-mir-6803,55245186,55245250,-	3.7984581515725884	3.6345568772362027
hsa-mir-4501	3.0	98.0	98.0	3.7984581515725884	3.6345568772362027	13:hsa;hsa-mir-4501,96427229,96427292,+	3.7984581515725884	3.6345568772362027
hsa-mir-616	4.0	97.0	97.0	3.7596983745157253	3.597469562162364	12:hsa;hsa-mir-616,57519163,57519259,-	3.7596983745157253	3.597469562162364
hsa-mir-1185-2	4.0	94.0	60.5	3.643419043345136	3.4862076169408476	14:hsa;hsa-mir-1185-2,101044198,101044283,+	2.3449665119402203	2.243782561967248
hsa-mir-6734	4.0	94.0	94.0	3.643419043345136	3.4862076169408476	1:hsa;hsa-mir-6734,43364648,43364715,-	3.643419043345136	3.4862076169408476
hsa-mir-23c	28.0	94.0	67.0	3.643419043345136	3.4862076169408476	X:hsa;hsa-mir-23c,20017088,20017187,-	2.596905062809831	2.4848501099472
hsa-mir-3177	5.0	94.0	94.0	3.643419043345136	3.4862076169408476	16:hsa;hsa-mir-3177,1734985,1735066,+	3.643419043345136	3.4862076169408476
hsa-mir-3074	4.0	93.0	93.0	3.604659266288273	3.449120301867009	9:hsa;hsa-mir-3074,95086014,95086094,-	3.604659266288273	3.449120301867009
hsa-mir-516b-1	3.0	92.0	92.0	3.5658994892314095	3.41203298679317	19:hsa;hsa-mir-516b-1,53736845,53736934,+	3.5658994892314095	3.41203298679317
hsa-mir-376b	4.0	92.0	74.16666666666666	3.5658994892314095	3.41203298679317	14:hsa;hsa-mir-376b,101040436,101040535,+	2.874683465050683	2.750642534643044
hsa-mir-3127	5.0	91.0	91.0	3.5271397121745465	3.374945671719331	2:hsa;hsa-mir-3127,96798278,96798353,+	3.5271397121745465	3.374945671719331
hsa-mir-4797	3.0	91.0	91.0	3.5271397121745465	3.374945671719331	3:hsa;hsa-mir-4797,197293878,197293948,-	3.5271397121745465	3.374945671719331
hsa-mir-4443	2.0	90.0	90.0	3.4883799351176834	3.3378583566454925	3:hsa;hsa-mir-4443,48196564,48196616,+	3.4883799351176834	3.3378583566454925
hsa-mir-6881	12.0	88.0	88.0	3.4108603810039573	3.2636837264978147	15:hsa;hsa-mir-6881,74411357,74411432,-	3.4108603810039573	3.2636837264978147
hsa-mir-33a	3.0	86.0	86.0	3.3333408268902307	3.189509096350137	22:hsa;hsa-mir-33a,41900944,41901012,+	3.3333408268902307	3.189509096350137
hsa-mir-6514	1.0	84.0	84.0	3.2558212727765046	3.1153344662024596	11:hsa;hsa-mir-6514,62792702,62792771,-	3.2558212727765046	3.1153344662024596
hsa-mir-605	5.0	83.0	83.0	3.2170614957196415	3.078247151128621	10:hsa;hsa-mir-605,51299573,51299655,+	3.2170614957196415	3.078247151128621
hsa-mir-548a-3	3.0	82.0	27.333333333333332	3.178301718662778	3.041159836054782	8:hsa;hsa-mir-548a-3,104484369,104484465,-	1.059433906220926	1.013719945351594
hsa-mir-548a-2	3.0	82.0	27.333333333333332	3.178301718662778	3.041159836054782	6:hsa;hsa-mir-548a-2,135239160,135239256,+	1.059433906220926	1.013719945351594
hsa-mir-548a-1	3.0	82.0	27.333333333333332	3.178301718662778	3.041159836054782	6:hsa;hsa-mir-548a-1,18571784,18571880,+	1.059433906220926	1.013719945351594
hsa-mir-548o	1.0	80.0	40.0	3.100782164549052	2.9669852059071045	7:hsa;hsa-mir-548o,102405742,102405855,-	1.550391082274526	1.4834926029535522
hsa-mir-548o-2	1.0	80.0	40.0	3.100782164549052	2.9669852059071045	20:hsa;hsa-mir-548o-2,38516563,38516632,+	1.550391082274526	1.4834926029535522
hsa-mir-6500	4.0	80.0	80.0	3.100782164549052	2.9669852059071045	1:hsa;hsa-mir-6500,51060018,51060103,+	3.100782164549052	2.9669852059071045
hsa-mir-296	4.0	79.0	79.0	3.062022387492189	2.9298978908332654	20:hsa;hsa-mir-296,58817615,58817694,-	3.062022387492189	2.9298978908332654
hsa-mir-4800	2.0	79.0	79.0	3.062022387492189	2.9298978908332654	4:hsa;hsa-mir-4800,2250077,2250156,-	3.062022387492189	2.9298978908332654
hsa-mir-4677	5.0	78.0	78.0	3.0232626104353257	2.8928105757594267	1:hsa;hsa-mir-4677,243346176,243346255,+	3.0232626104353257	2.8928105757594267
hsa-mir-548ah	1.0	78.0	78.0	3.0232626104353257	2.8928105757594267	4:hsa;hsa-mir-548ah,76575551,76575626,+	3.0232626104353257	2.8928105757594267
hsa-mir-6818	5.0	78.0	78.0	3.0232626104353257	2.8928105757594267	22:hsa;hsa-mir-6818,30007049,30007113,+	3.0232626104353257	2.8928105757594267
hsa-mir-10401	4.0	76.0	19.0	2.945743056321599	2.818635945611749	21:hsa;hsa-mir-10401,8433797,8433852,+	0.7364357640803998	0.7046589864029372
hsa-mir-10401	4.0	76.0	19.0	2.945743056321599	2.818635945611749	21:hsa;hsa-mir-10401,8250772,8250827,+	0.7364357640803998	0.7046589864029372
hsa-mir-10401	4.0	76.0	19.0	2.945743056321599	2.818635945611749	21:hsa;hsa-mir-10401,8389610,8389665,+	0.7364357640803998	0.7046589864029372
hsa-mir-10401	4.0	76.0	19.0	2.945743056321599	2.818635945611749	21:hsa;hsa-mir-10401,8206563,8206618,+	0.7364357640803998	0.7046589864029372
hsa-mir-122	5.0	74.0	74.0	2.868223502207873	2.7444613154640716	18:hsa;hsa-mir-122,58451074,58451158,+	2.868223502207873	2.7444613154640716
hsa-mir-3943	5.0	73.0	73.0	2.82946372515101	2.7073740003902325	7:hsa;hsa-mir-3943,43150895,43150994,+	2.82946372515101	2.7073740003902325
hsa-mir-3158-1	3.0	73.0	36.5	2.82946372515101	2.7073740003902325	10:hsa;hsa-mir-3158-1,101601417,101601497,+	1.414731862575505	1.3536870001951162
hsa-mir-3158-2	3.0	73.0	36.5	2.82946372515101	2.7073740003902325	10:hsa;hsa-mir-3158-2,101601417,101601497,-	1.414731862575505	1.3536870001951162
hsa-mir-624	4.0	73.0	73.0	2.82946372515101	2.7073740003902325	14:hsa;hsa-mir-624,31014646,31014742,-	2.82946372515101	2.7073740003902325
hsa-mir-10398	3.0	70.0	70.0	2.7131843939804203	2.5961120551687165	6:hsa;hsa-mir-10398,41733554,41733610,-	2.7131843939804203	2.5961120551687165
hsa-mir-196b	4.0	69.0	69.0	2.6744246169235573	2.5590247400948773	7:hsa;hsa-mir-196b,27169480,27169563,-	2.6744246169235573	2.5590247400948773
hsa-mir-653	3.0	69.0	69.0	2.6744246169235573	2.5590247400948773	7:hsa;hsa-mir-653,93482760,93482855,-	2.6744246169235573	2.5590247400948773
hsa-mir-7151	3.0	68.0	68.0	2.635664839866694	2.5219374250210387	10:hsa;hsa-mir-7151,67403351,67403410,-	2.635664839866694	2.5219374250210387
hsa-mir-1295a	2.0	67.0	67.0	2.596905062809831	2.4848501099472	1:hsa;hsa-mir-1295a,171101728,171101806,-	2.596905062809831	2.4848501099472
hsa-mir-4798	1.0	66.0	66.0	2.5581452857529676	2.447762794873361	4:hsa;hsa-mir-4798,7310450,7310524,+	2.5581452857529676	2.447762794873361
hsa-mir-4740	1.0	66.0	66.0	2.5581452857529676	2.447762794873361	17:hsa;hsa-mir-4740,81400716,81400778,-	2.5581452857529676	2.447762794873361
hsa-mir-3192	6.0	66.0	66.0	2.5581452857529676	2.447762794873361	20:hsa;hsa-mir-3192,18470615,18470691,+	2.5581452857529676	2.447762794873361
hsa-mir-1912	4.0	66.0	66.0	2.5581452857529676	2.447762794873361	X:hsa;hsa-mir-1912,114651544,114651623,+	2.5581452857529676	2.447762794873361
hsa-mir-3125	3.0	65.0	65.0	2.5193855086961046	2.4106754797995222	2:hsa;hsa-mir-3125,12737367,12737444,+	2.5193855086961046	2.4106754797995222
hsa-mir-664b	5.0	65.0	65.0	2.5193855086961046	2.4106754797995222	X:hsa;hsa-mir-664b,154768596,154768656,+	2.5193855086961046	2.4106754797995222
hsa-mir-96	4.0	64.0	64.0	2.4806257316392415	2.3735881647256836	7:hsa;hsa-mir-96,129774692,129774769,-	2.4806257316392415	2.3735881647256836
hsa-mir-6726	2.0	62.0	62.0	2.4031061775255154	2.299413534578006	1:hsa;hsa-mir-6726,1296110,1296170,-	2.4031061775255154	2.299413534578006
hsa-mir-4773-1	3.0	60.0	30.0	2.325586623411789	2.225238904430328	2:hsa;hsa-mir-4773-1,151368334,151368411,+	1.1627933117058944	1.112619452215164
hsa-mir-1323	2.0	60.0	60.0	2.325586623411789	2.225238904430328	19:hsa;hsa-mir-1323,53671968,53672040,+	2.325586623411789	2.225238904430328
hsa-mir-4773-2	3.0	60.0	30.0	2.325586623411789	2.225238904430328	2:hsa;hsa-mir-4773-2,151368334,151368411,-	1.1627933117058944	1.112619452215164
hsa-mir-6868	4.0	59.0	59.0	2.2868268463549257	2.1881515893564893	17:hsa;hsa-mir-6868,76098019,76098076,-	2.2868268463549257	2.1881515893564893
hsa-mir-6509	1.0	58.0	58.0	2.2480670692980627	2.1510642742826507	7:hsa;hsa-mir-6509,135206994,135207078,-	2.2480670692980627	2.1510642742826507
hsa-mir-6513	3.0	58.0	58.0	2.2480670692980627	2.1510642742826507	2:hsa;hsa-mir-6513,218280125,218280188,-	2.2480670692980627	2.1510642742826507
hsa-mir-3085	2.0	58.0	58.0	2.2480670692980627	2.1510642742826507	10:hsa;hsa-mir-3085,97875813,97875897,-	2.2480670692980627	2.1510642742826507
