name	180919-190527_Brain_S35	32150043_EXO_S34	32152359_EXO_S1	32152366_EXO_S2	32152381_EXO_S3	32152446_EXO_S4	32152451_EXO_S5	32160028_EXO_S6	32160083_EXO_S7	32160120_EXO_S8	32160241_EXO_S9	32160246_EXO_S10	32160323_EXO_S11	32160457_EXO_S12	32160466_EXO_S13	32160472_EXO_S14	32160600_EXO_S15	32160766_EXO_S16	32160782_EXO_S17	32161246_EXO_S18	32161252_EXO_S19	32161358_EXO_S20	32161367_EXO_S21	32161415_EXO_S22	32170068_EXO_S23	32170276_EXO_S24	32170346_EXO_S25	32170365_EXO_S26	32170367_EXO_S27	32170368_EXO_S28	32170381_EXO_S29	32170400_EXO_S30	32170453_EXO_S31	32170613_EXO_S32	32170644_EXO_S33
hsa-miR-3663-5p				10	2																			9											
hsa-miR-3664-3p			3		4								10		8	3						1		8		21		16							
hsa-miR-3664-5p					1									4																					
hsa-miR-3675-3p																									1										
hsa-miR-3679-5p	78		6	5	1	3	8								2	4	2		2	3	2		9						15		58				
hsa-miR-3680-3p						3																			5										
hsa-miR-3682-3p	18																																		
hsa-miR-3684																	4																		
hsa-miR-3685	6												2	1															3						
hsa-miR-3688-3p	17				2										11																				
hsa-miR-369-3p	26213			22	11	3				12		10	7		5			1	8	5			13	5		12		16	11						16
hsa-miR-369-5p	2252					1											1									4									
hsa-miR-3691-5p																					8														
hsa-miR-370-3p	13579			1		13												1					27		1			3	14						22
hsa-miR-370-5p	281																																		
hsa-miR-373-5p																1																			
hsa-miR-374a-3p	1140	24	13	47	34	49	67	87	12	8	22	13	26	47	71	58	95	2	46	53	18	3	56	7	27	182	34	274	194	31	51	64	9	52	11
hsa-miR-374a-5p	6572	34	80	112	176	120	200	235	100	67	26	87	163	395	340	262	528	9	151	187	212	138	616	101	72	1054	163	1864	726	84	117	36	125		160
hsa-miR-374b-3p	1004			18	14	10	2		7	1			4	13	18	9	32		5	6	15	2	20	28	16	28		82	37	11					1
hsa-miR-374b-5p	12983	116	172	284	467	225	250	252	93	125	29	152	301	728	738	354	947	3	440	264	231	183	1529	186	73	1929	268	4266	1007	202	45	126	294		111
hsa-miR-374c-3p	22														4									1				10							
hsa-miR-374c-5p	371		18	10	7	9		1	11			11	12	10	3	11	10		15	1	1	6	127			32	7	110	9						
hsa-miR-375-3p	1029	5932	175	490	1504	1404	176	167	474	266	77	159	85	1116	173	7701	302	69	6176	96	517	164	330	121	214	4678	7736	137740	2414	416	48	157	790	74	51
hsa-miR-375-5p																1												2							
hsa-miR-376a-2-5p	78																																		
hsa-miR-376a-3p	1203																	1										4	11	3		1			
hsa-miR-376a-5p	184							28																											
hsa-miR-376b-3p	6							6																											
hsa-miR-376b-5p	43																																		
hsa-miR-376c-3p	2109			1	1	2	3								1	1					5		11			2		2				26			
hsa-miR-376c-5p	43																																		
hsa-miR-377-3p	298														3																				
hsa-miR-377-5p	362																																		
hsa-miR-378a-3p	3633	219	132	306	442	986	247	263	810	294	68	120	372	565	637	202	666	6	619	169	323	222	1676	66	127	879	263	679	1977	384	464	180	1201		354
hsa-miR-378a-5p	20			2	6	11	21		6	2	11		12	11	10		1		5		6	10	9	10		7			51	11	56				6
hsa-miR-378b																												1							
hsa-miR-378c	137		3	10	25	12	31	14	36	6			18	40	26	1	32			4	18					28		23	68	17			28		
hsa-miR-378d	69			7	3	10		14	11			1		3			17				7		3			1		8							2
hsa-miR-378e	1							14																											
hsa-miR-378g	65					1			10	8			3	3			1									6		22	15						
hsa-miR-378i	7	1	1		2	4			2	1			1		3		1		2				4					2	4		1		3		1
hsa-miR-379-3p	666														2												20								
hsa-miR-379-5p	46036			11	26		36						2					1	6		9		8	2		3		14	42				32		
hsa-miR-380-3p	2045																																		
hsa-miR-380-5p	139																																		
hsa-miR-381-3p	1527																																		
hsa-miR-382-3p	4182				3										3											11			9						
hsa-miR-382-5p	13018			8	12			9					3		12	1	4		21		9		8	1		27		10	34						35
hsa-miR-383-3p	53																																		
hsa-miR-383-5p	2761																																		
hsa-miR-3909	86		4	10	12	19	12		11			8	15	12			5		4	1		5	13			5		56		23					
hsa-miR-3910																										1									
hsa-miR-3911																														6					
hsa-miR-3912-3p	58		3		7	3	1						1	8	6				10	4	2			14		2		13	11						
hsa-miR-3912-5p																			4																
hsa-miR-3913-3p											11	3		2	3																				
hsa-miR-3913-5p	11	27		1	4			15				12	3	11	3		16				1					7		1							
hsa-miR-3918															7																				
hsa-miR-3927-3p					1																														
hsa-miR-3927-5p																				7															
hsa-miR-3928-3p	14		3		5	5				9	5			4	7	1			1														9		
hsa-miR-3928-5p																				2															
hsa-miR-3934-5p			1												1						1					3							9		
hsa-miR-3936	10					2																				11									
hsa-miR-3937					1									1			6																		
hsa-miR-3938	7						17						1						2																
hsa-miR-3940-3p	29			4	12	4				2	15		1				5			3	2					1									
hsa-miR-3941																	3																		
hsa-miR-3942-3p			1										3																						
hsa-miR-3942-5p																	1									2									
hsa-miR-3943	92																											12							
hsa-miR-3944-3p						3																							4						
hsa-miR-3944-5p																	1							10											
hsa-miR-3945							1																												
hsa-miR-3960			7	2	10	9	8							1	4	9	1		8					19				2	16						
hsa-miR-409-3p	16181				25				17	2	2		12	2	38	3		4	2	8	1	10	23	14		15	17	18	51			31		1	23
hsa-miR-409-5p	1360						24																												
hsa-miR-410-3p	3394			1			8			1																			14						
hsa-miR-410-5p	28																																		
hsa-miR-411-3p	1661			1	1										3									1											
hsa-miR-411-5p	23359				2	1		25							3	7		1		6				1		6		9	32						
hsa-miR-412-3p	7																																		
hsa-miR-412-5p	1258																																		
hsa-miR-421	6058	14	26	45	35	43	56	55	30	14	2	97	64	63	78	49	110	1	58	86	24	39	223	4	14	160	69	263	227	64	33	18	81		10
hsa-miR-422a																														1		1			
hsa-miR-423-3p	37623	689	755	1239	1702	1444	1428	1484	1438	472	265	704	1049	1660	3063	796	2629	55	2532	526	684	708	2807	694	381	3029	866	5037	4053	848	810	635	1598	114	518
hsa-miR-423-5p	11361	381	903	1799	1797	1673	2032	2875	1597	524	328	764	1252	1916	4194	932	3589	62	3475	893	997	605	3265	1053	590	4191	1283	5485	3817	832	1475	929	2502	125	513
hsa-miR-424-3p	537	8	109	299	130	329	232	352	138	160	12	157	124	161	566	98	290	11	217	142	117	34	696	95	5	687	89	485	891	106	157	185	86	1	141
hsa-miR-424-5p	354	29	39	76	73	188	38	42	27	71		12	27	101	132	20	87		65	47	80	9	255	7	6	340	48	138	352	33	70		42		62
hsa-miR-425-3p	1398		9	35	51	55	56	18	24	8		13	41	106	112	37	62	1	56	30	16	16	124	29		118	75	127	153		76	1	17		16
hsa-miR-425-5p	10522	82	141	244	332	465	459	207	307	80	134	103	273	854	587	165	830	16	521	177	164	201	937	199	76	733	344	1574	1124	355	290	165	490	28	119
hsa-miR-4254	11																																		
hsa-miR-4259					5	12				4		21	1	8								3					36				45				
hsa-miR-4286	5				2		5		7	8			1		17	4	6			14	3			8		12		36		26					
hsa-miR-4289	1										1																								
hsa-miR-429	221	981	1342	2075	3137	2764	3095	1818	918	621	562	1542	2306	6249	6095	2276	7906	65	2680	1775	1809	1556	8986	1591	689	10598	2775	13167	8762	2094	1517	709	3150	180	1374
hsa-miR-4306				1																															
hsa-miR-431-3p	564																																		
hsa-miR-431-5p	777																																		
hsa-miR-432-5p	8501			4	4	2		15						5	17	3			2			4	1			15	8		35			35			
hsa-miR-4324	22		1							9			7	5	3	11		2	1	4		5		4				30	26						
hsa-miR-4326	203				11		4								2	2				6				10			8	4							10
hsa-miR-433-3p	15921																	1						1											
hsa-miR-433-5p	474																																		
hsa-miR-4421	9															7																			
hsa-miR-4422	10				2			5																											
hsa-miR-4423-3p	17				1																														
hsa-miR-4423-5p	34			3		1	3								1		6		9		12					1									
hsa-miR-4429	5				1	1			1			1			2	1			7	3		1	3			1		6	5						1
hsa-miR-4433a-3p	1									3																		23							
hsa-miR-4433a-5p	2																											12							
hsa-miR-4433b-5p	19																				6														
hsa-miR-4436a														1																					
hsa-miR-4440	46																																		
hsa-miR-4443	681	53	15	8	31	6			23	4		21	32	3	6	17	2		60	1			39		9	32		51	1						
hsa-miR-4446-3p	172	27			10	16			2		25		4	7	7		1	1	7				4		5			7	6		1				
hsa-miR-4446-5p	10																																		
hsa-miR-4448							25							4																					
hsa-miR-4449			4											4	10		2									34			10						
hsa-miR-4450																							10												
hsa-miR-4451								29		4																									
hsa-miR-4454	1													1		1										7		38							
hsa-miR-4462														4																					
hsa-miR-4466			13	5	1			10	16	1			2	5	13		3		1						27										
hsa-miR-4469																										7									
hsa-miR-4470	12		2																																
hsa-miR-4473	15												4																						
hsa-miR-4477b																														13					
hsa-miR-4479		1		4										1														7							
hsa-miR-448	184																																		
hsa-miR-4482-3p	14													3									6												
hsa-miR-4482-5p	10																									7									
hsa-miR-4484																2		2				1													
hsa-miR-4485-3p	71				2																							10		22					
hsa-miR-4486													1																						
hsa-miR-4488	59		5	2		9		10				12	4			3	14		6							4	9	10	37	18	12			37	
hsa-miR-4489								1																											
hsa-miR-4492	17																									11		6		11					
hsa-miR-4497		60		3											19				10								2	34							
hsa-miR-449a			2										2	1		3	8				3		8			10		16						1	13
hsa-miR-449b-3p						2	2																												
hsa-miR-449b-5p																												1							
hsa-miR-449c-3p																							2												
hsa-miR-449c-5p					1			15	2								2											1	7						
hsa-miR-4501	14																																		
hsa-miR-4502																																			1
hsa-miR-4504	12																																		
hsa-miR-4508					4	7										3										7		11	18	1	117				
hsa-miR-450a-1-3p				5	6				2						12				2			8				3		2							9
hsa-miR-450a-2-3p	12				3	5							5		6		1		11		3		7			7		17	5	8			51		
hsa-miR-450a-5p	193	10	19	38	40	71	86	55	22	22		21	56	86	113	16	42		85	38	29	8	193	24		170	37	101	298	22	49		57		33
hsa-miR-450b-5p	338		15	32	24	81	82	44	46	42	21	51	51	43	105	24	55	6	47	54	19	41	176	11		275	28	114	208	30	38	21	24		55
hsa-miR-4510	177	6	2	4	5	2	6	18	5	2		6	7	6	16	1	14		19	6	4	3	13	3	1	25	11	50	11	1	4	1	6	1	2
hsa-miR-4511	14				1	4																													
hsa-miR-4512						2								7																					
hsa-miR-4516	1					6								4														20	40						
hsa-miR-451a	69189	178	15	111	12	588	37	4		23		8		42	18	5	3	5	66	16	2762	30		6	1	372		17	316	38	346	57	9828	33	
hsa-miR-452-3p																1																			
hsa-miR-452-5p	25		17	25	43	32	54	11	6	14	14	15	11	48	54	9	59		23	1	6	12	123	6		77	24	33	129	15		95	62		38
hsa-miR-4520-2-3p	12																																		
hsa-miR-4520-3p	12																																		
hsa-miR-4520-5p	15																																		
hsa-miR-4521							1																			4		5	1						
hsa-miR-4525	15														2										8										13
hsa-miR-4530														5																					
hsa-miR-4536-5p	28				3												1																		
hsa-miR-4538		1		21							29			3	3		15					1					13						15		
hsa-miR-454-3p	3523		17	22	43	19	35	41	16	1	6	15	21	49	59	26	47		20	14	12	20	108	11	7	194	33	188	128	31	14	17	28		30
hsa-miR-454-5p	58				7	7		24	1				7						10	1	2		6	10		4		3		6					
hsa-miR-455-3p	1351	27	70	162	177	374	543	155	179	103	30	143	276	227	671	80	614	4	220	145	196	148	965	22	74	801	361	427	648	183	627	72	391		271
hsa-miR-455-5p	83	41		5	5	9	11		10	3			31	10	59		31		10	8		12	19	24	22	32	33	30	51	5					48
hsa-miR-4632-5p																2																			
hsa-miR-4634					1																														
hsa-miR-4635				1																			1												
hsa-miR-4636	23					2			11	7				6												12		9	14						
hsa-miR-4638-5p						3																													
hsa-miR-4640-3p	62			2		1	2	5	4					2	8	2	8		5				10	7											
hsa-miR-4641	14																																		
hsa-miR-4645-3p	13						3																												
hsa-miR-4646-3p							16																												
hsa-miR-4647			3	3										2			9									1		1		10					
hsa-miR-4651					1								7			1												1							
hsa-miR-4653-3p																														18					
hsa-miR-4655-5p														1																					
hsa-miR-4657																							15												
hsa-miR-4658															2																				
hsa-miR-4659a-3p	7													4																4					
hsa-miR-466			1		4									3								3													
hsa-miR-4660	17																2																		
hsa-miR-4661-3p														1																					
hsa-miR-4661-5p	8				5				6							3																			
hsa-miR-4662a-3p	7																																		
hsa-miR-4662a-5p	263		18	11	22	32	38	11	25	24	6		11	37	33	11	19	1	13	13	31	9	76	55		80	19	29	165						7
hsa-miR-4662b	25		2			3	3							1	8				3							2									
hsa-miR-4664-3p																												4							
hsa-miR-4665-3p							24		5							16														10					
hsa-miR-4665-5p																										6									
hsa-miR-4666b	11																																		
hsa-miR-4667-3p																				3															
hsa-miR-4667-5p	7			2																															
hsa-miR-4668-5p	5								1																	2									
hsa-miR-4671-3p	16												1																						
hsa-miR-4671-5p									9		9						4		8	3					1										39
hsa-miR-4673																							1												
hsa-miR-4676-3p					2									2					7																
hsa-miR-4676-5p													2																						
hsa-miR-4677-3p	31					3									8					3					4	14									
hsa-miR-4680-3p			5	12	12	29		30	5	13	9	10	5	11	6	8	30		26	26	40	16		35		2	7	10	8		20		30		11
hsa-miR-4681					5																														
hsa-miR-4683				1												3								7		18									
hsa-miR-4685-3p	30		4			1																													
hsa-miR-4687-3p																	1																		
hsa-miR-4687-5p									5																										
hsa-miR-4689																												7							
hsa-miR-4690-3p				1		2																													
hsa-miR-4695-3p															3								14												
hsa-miR-4701-3p																									20										
hsa-miR-4701-5p					3																														
hsa-miR-4703-3p				1																															
hsa-miR-4705	245										7			2		1							21					7							
hsa-miR-4706	2																																		
hsa-miR-4707-5p														2				6								5									
hsa-miR-4708-3p							2																			14		1							
hsa-miR-4708-5p			3								10										7								6	18					
hsa-miR-4709-3p													3																8						
hsa-miR-4709-5p				7		2																						10							
hsa-miR-4710																					2											27			
hsa-miR-4712-3p											1																								
hsa-miR-4712-5p																										4									
hsa-miR-4713-5p																				3															
hsa-miR-4714-3p															8						1			6				1							
hsa-miR-4714-5p	1																																		
hsa-miR-4715-5p																										6									
hsa-miR-4717-3p													6																						
hsa-miR-4719															3																				
hsa-miR-4720-5p														2																					
hsa-miR-4721																										1									
hsa-miR-4722-3p																1																			
hsa-miR-4723-3p	18				3	7					2						3											1							
hsa-miR-4723-5p	17												1													6									
hsa-miR-4724-5p				2	8		1								1						3					5		4							15
hsa-miR-4725-3p						1																													
hsa-miR-4725-5p																	1				3					4									
hsa-miR-4726-5p	13																																		
hsa-miR-4727-3p	7																6																		
hsa-miR-4728-3p				4	1		27		8	7			13	3	26		24		1		7		13			30	1	7	51			30			
hsa-miR-4728-5p				1	2										4	1	8											2							
hsa-miR-4732-3p	11																																		
hsa-miR-4733-5p	13																																		
hsa-miR-4734															2												6								
hsa-miR-4738-3p	23			1		5																								11					
hsa-miR-4739						3	1													8															
hsa-miR-4741														4		5							1				1								
hsa-miR-4742-3p	55			6	3		10										6									1					13				
hsa-miR-4742-5p	51				1									2			2												2						
hsa-miR-4745-3p																															60				
hsa-miR-4746-3p																11				8															
hsa-miR-4746-5p																																			1
hsa-miR-4748																													3						
hsa-miR-4749-5p		49															1																		
hsa-miR-4750-5p	25		1	6	4														7																
hsa-miR-4753-5p																										1									
hsa-miR-4754																												8							
hsa-miR-4755-3p										2																									
hsa-miR-4758-3p				3																									6						
hsa-miR-4758-5p														6																					
hsa-miR-4761-3p		42		2		5					2		23	6	20													1							
hsa-miR-4762-5p	18				1																9				23										
hsa-miR-4763-3p																			18			3				1		2							
hsa-miR-4763-5p	30																																		
hsa-miR-4772-3p																														9					
hsa-miR-4775	10					1	11			1		14	2				2								2	4			5						
hsa-miR-4776-5p														7															13						
hsa-miR-4778-3p																													2						
hsa-miR-4780	69																																		
hsa-miR-4781-3p					1				4																										
hsa-miR-4781-5p																												3							
hsa-miR-4783-3p	22														7																				
hsa-miR-4785																																		1	
hsa-miR-4787-3p	188			1	3		1								2				12				10						5						
hsa-miR-4787-5p													6																2				48		19
hsa-miR-4789-3p																							46												
hsa-miR-4791	30																																		
hsa-miR-4796-3p				3		6										1										2		2							
hsa-miR-4796-5p	16			1																								6							
hsa-miR-4797-3p	14				2												1		6																
hsa-miR-4798-5p	15									8																		7	8						
hsa-miR-4800-3p						3								1	10					2							10	16							
hsa-miR-4800-5p							18										2		18																
hsa-miR-4802-3p															4				7									11							
hsa-miR-4802-5p				1																															
hsa-miR-4804-3p	6																																		
hsa-miR-4804-5p	13													9			6		5																
hsa-miR-483-3p	140						15										1																		
hsa-miR-483-5p	20		3																		19														
hsa-miR-484	2976	35	112	253	242	287	208	221	171	105	53	114	93	254	463	142	418	8	373	68	157	65	601	100	67	550	172	1356	890	136	396	68	339	29	99
hsa-miR-485-3p	11735				14			7	1	9					3	2					6			2		6			7						
hsa-miR-485-5p	7409					2																	6			10		2							
hsa-miR-486-3p	78				2										6								5	5		6		12					83		
hsa-miR-486-5p	7778	9	3	18	98	153	64	8	6	23	30		7	17	3	9	16	3	62	11	296	9	47	23		18	2	181	103	28	118	24	1631	1	23
hsa-miR-487a-3p	2169			1																															
hsa-miR-487a-5p	792																																		
hsa-miR-487b-3p	106319			26	47	6	8	49			1	20			50	10		4	34	16	6		54	1		22	7	50	109		1				115
hsa-miR-487b-5p	304				2																														
hsa-miR-488-3p	2025																																		
hsa-miR-488-5p	291																																		
hsa-miR-489-3p			6	25	27	10	7	4	27	7		2	37	23	98	12	82		95	13	16	7	93		15	73	20	55	83	1	55		89		34
hsa-miR-490-3p	159																																		
hsa-miR-490-5p	419																																		
hsa-miR-491-3p	42				1												5							8				3					46		
hsa-miR-491-5p	435						18							4			4		4							8		16							1
hsa-miR-492						5																													
hsa-miR-493-3p	90														6				10																7
hsa-miR-493-5p	765			7	7	1							5		5	5				5			20	14		18	14	5	4	5			7		
hsa-miR-494-3p	3870			2	4	2							8		12	8			30				24				6	15	3						
hsa-miR-495-3p	27892							3	5				5		6	9								1		13		6	11	5					15
hsa-miR-495-5p	22																																		
hsa-miR-496	234																																		
hsa-miR-497-3p																												11							
hsa-miR-497-5p	3768			3	2	2				14		5		10	14	14	3							1		37	32	304	19	2					
hsa-miR-4999-3p	12																							5											
hsa-miR-4999-5p	32				2										1																				
hsa-miR-499a-3p										2		10		4	2																				
hsa-miR-499a-5p	3834		24	28	48	39	13	75	20	8			26	59	131	24	80		57	18	19	13	103		8	124	11	121	120	16	4				49
hsa-miR-499b-3p															1													9							
hsa-miR-499b-5p	23																																		
hsa-miR-5001-3p	34						9	5					2	3					4			14						3							
hsa-miR-5002-5p	26																												3						
hsa-miR-5006-3p	15						2										4					2				7		7							
hsa-miR-500a-3p	1440	149	273	652	767	644	547	708	493	239	110	510	616	777	1975	322	1346	24	1336	396	490	324	1571	252	216	2058	304	1340	1623	138	258	350	925	22	154
hsa-miR-500a-5p	43	8	37	38	50	46	14	14	20	17		36	59	48	77	29	79		82	35	38	11	82	23	13	236	17	127	168	15		23	42		18
hsa-miR-500b-3p	18		4					1	5				4	1	8		6		4			5	7	1		15	18	21	1			39			2
hsa-miR-500b-5p	33		35	35	49	44	8	14	16	17		36	52	44	60	24	71		77	24	37	11	82	23	13	200	17	109	152	9		23	42		18
hsa-miR-501-3p	970	136	353	593	537	426	572	734	459	212	103	338	524	439	1467	218	961	8	1142	249	233	225	836	247	129	1370	197	623	1173	74	323	213	770	25	283
hsa-miR-501-5p	137	58	54	152	103	87	55	93	86	28	9	36	117	94	265	48	180		162	34	44	93	223	60	35	349	12	180	179	15	120	22	223		30
hsa-miR-5010-3p	326		2		4	1					7			4	7	2	1		11			7	7						37						
hsa-miR-5010-5p	21																2				2														
hsa-miR-502-3p	871	197	413	709	719	514	409	660	349	212	108	345	521	717	1692	307	1340	13	1013	272	371	316	1383	282	127	1962	168	1125	1215	174	165	417	888	22	273
hsa-miR-502-5p	5		2	20	16	8		27	11	5		10	16	11	36	4	26		23	6	6		68	8	15	34		25	28	1			9	8	
hsa-miR-503-5p	314		26	57	23	91	27	61	23	25		8	25	41	49	11	33	2	31	13	14	11	95		3	121	10	81	225	44	16		22		26
hsa-miR-504-5p	6421	19	7	21	5	39	24	1	1			7	12	17	13	26	16	1	53	14	3	13	29			76	60	237	38	6			17		
hsa-miR-505-3p	2072	37	135	163	437	403	294	252	235	80	43	126	239	561	573	113	601	5	332	117	166	108	472	230	87	581	167	748	667	166	258	190	447	51	186
hsa-miR-505-5p	24			4	4									5	4	1	15		14		2				4	3		36	3	8					24
hsa-miR-506-3p				5	5	10	8		1				2				10		5			3	2			3	10		44	8	40	49			
hsa-miR-506-5p																					2														
hsa-miR-508-3p	102		9	6	15	9	17	16	36	16	18	20	23	6	35		15			14	28	4	10	8		35	1	2	68	23	94	25			18
hsa-miR-508-5p			7	8		16		11	6	4	5		31						2		6	4		11		3			9	4	26		24		
hsa-miR-509-3-5p	13		1			21	2			12					23		8		4		14	8	62	1		9		10	33	2	18				
hsa-miR-509-3p	11		7		10	21	9	33	12	15		4	4		32	2	11		16		9		2	30		48		2	35	4			136		
hsa-miR-509-5p	8											14	4								23								11						
hsa-miR-5090	5									12																3							32		
hsa-miR-510-5p	33		1			1						29	17																	8					
hsa-miR-5100	153	160	91	115	169	35	68	492	260	85	23	26	138	308	261	433	155		913	363	28	42	657	91	183	239	235	7257	335	356	676	33	722	1	
hsa-miR-511-5p	91																3																		
hsa-miR-513a-3p				6																															
hsa-miR-513a-5p	10		15	8		13	3	21	20				2	29	20	4	28			5	14					6		3	30	18		31			
hsa-miR-513b-5p	11		9	8		11	1	25	19				1	5	5		13				23				3	9		2	16		56				
hsa-miR-513c-3p				6																															
hsa-miR-513c-5p	21		3	4	1	12	1						7	9	10	2	9		23	2	21						15	12	8	5	99		18	1	19
hsa-miR-514a-3p			7	37	15	62	10		65	72		20	37	16	91	10	55		38	34	79	22	51			88	25	5	107	82	127	29	27		4
hsa-miR-514a-5p				6	6	31		25	9	5			14		31	5	14			8	8		18			2		9	30	2					21
hsa-miR-514b-3p						1																								1	2	1	1		
hsa-miR-514b-5p								21			14			2			9			5						54			26	17				21	16
hsa-miR-515-5p	1				3																								3						
hsa-miR-516a-5p	5						16						2	4							2		14				8	9	2				5		
hsa-miR-516b-5p	12																																		
hsa-miR-517a-3p	29													4														3							
hsa-miR-517b-3p	29													4														3							
hsa-miR-517c-3p	13																																		
hsa-miR-5187-3p	13																									2									
hsa-miR-5187-5p														1						5		26						5						24	
hsa-miR-5188				2																															
hsa-miR-5189-3p					1																														
hsa-miR-518b	18																												1						
hsa-miR-518e-5p	6					1							6																						
hsa-miR-5191	10																																		
hsa-miR-5193			1	1			17										1		1																
hsa-miR-5196-3p	42					1																							6						
hsa-miR-519a-2-5p	8																																		
hsa-miR-519a-5p	22	4				1							9										7				9	9							
hsa-miR-519b-5p	6					1							6																						
hsa-miR-519c-5p	6					1							6																						
hsa-miR-520b-5p	8																																		
hsa-miR-520f-5p															12									29											
hsa-miR-520g-3p																												1							
hsa-miR-521																													3						
hsa-miR-522-3p	240					6							7	5		3	19			2			73				40	16	31						
hsa-miR-522-5p	6					1							6																						
hsa-miR-523-5p	6					1							6																						
hsa-miR-532-3p	198		127	249	180	184	204	261	196	64	14	48	170	251	525	73	351	3	488	102	120	74	577	99	41	512	114	368	459	36	97	78	216	1	30
hsa-miR-532-5p	1809	246	617	1216	1047	860	754	1288	588	392	110	569	987	823	1995	561	1423	19	1726	424	416	327	1770	332	175	2994	300	2581	2280	236	409	417	1003	23	305
hsa-miR-539-3p	3713												2																6						15
hsa-miR-539-5p	1957															6												5							
hsa-miR-541-3p	88																																		
hsa-miR-541-5p	13																																		
hsa-miR-542-3p	553	17	48	54	41	86	48	19	54	53	5	37	61	98	178	54	129	5	102	70	94	19	194	72		284	32	203	331	65	95	64	61		61
hsa-miR-542-5p			8		7	4			18	1	23			4	2					1			12			1									
hsa-miR-543	11742			2	2	1		26		5			1			4	4											17	4						11
hsa-miR-544b																				1															
hsa-miR-545-3p	13					6																													
hsa-miR-545-5p	7																									4		11				1			
hsa-miR-548a-3p	17					1							5													9		3							
hsa-miR-548a-5p	11																																		
hsa-miR-548ab	97				1										3		12						48												
hsa-miR-548ad-5p											13																								
hsa-miR-548ag	8																																		
hsa-miR-548ah-5p	15																						38					5	18						
hsa-miR-548al															3											7									
hsa-miR-548ar-3p	52				4								3																						
hsa-miR-548at-5p	2				3																														
hsa-miR-548av-5p																1																			
hsa-miR-548aw	48																		9						2	9									
hsa-miR-548ax					1											4										14		22							
hsa-miR-548ay-3p	49				1					3					9		3									14									
hsa-miR-548b-3p																												4	6						
hsa-miR-548ba	26		1		2							1		3		3	2		2																8
hsa-miR-548e-3p	78		5	16	8	6	26		9			3	20	14	14	3	9		21	7	5	8		19		28		16		11					
hsa-miR-548j-3p	11																																		
hsa-miR-548j-5p									3					2		3			3		14							2	10						
hsa-miR-548k	149		1	5	2								1	12	12	12	13				9		58			22		13	14	10			39		
hsa-miR-548l	19				1		34								13		5		9									11	7	11					
hsa-miR-548n																												1							
hsa-miR-548o-3p	40			2	1										4	1	12			3			8			6									
hsa-miR-548q	2			1											5	3										5		1	3	1					
hsa-miR-548s	13			1									1				1									1									
hsa-miR-548t-5p				1	3									7																					
hsa-miR-548u																	1																		
hsa-miR-548v	36					2								7														11							
hsa-miR-549a-3p	2																																		
hsa-miR-549a-5p																													12						
hsa-miR-550a-3-5p	31			2		3	11	21									17		1		2					2	23	2	9						1
hsa-miR-550a-3p	15							11										9	14																
hsa-miR-550a-5p	112			2	6	3	7	21					4	3	20	1	20		7							2	23		14				1		16
hsa-miR-550b-2-5p														2			10										23								
hsa-miR-551b-3p	84			1			25						9						10	2															
hsa-miR-551b-5p																						1				5							26		
hsa-miR-552-5p	33													5																					
hsa-miR-556-3p	63		11		14	10	9		6	1				4	3	1	1				9			11		5		17							
hsa-miR-556-5p	65			5	3		7								16	1	4				17		6			20		21							
hsa-miR-5581-3p	8			4	2									8														4							
hsa-miR-5584-5p	90																																		
hsa-miR-5588-3p							9								3																				
hsa-miR-5588-5p			2		1	1				2				1									7			10		2						1	1
hsa-miR-5589-5p																									39										
hsa-miR-559																										2									
hsa-miR-5590-3p								9																											
hsa-miR-5590-5p				4		1															3														
hsa-miR-561-3p																1																			
hsa-miR-5680	48																											6							
hsa-miR-5682	8																																		
hsa-miR-5683	39						3							4														5							
hsa-miR-5684																														8					
hsa-miR-5690	14																											16							
hsa-miR-5691				2																															
hsa-miR-5692a														2																					
hsa-miR-5695	10			2										1	4																				
hsa-miR-5696			4																									1							
hsa-miR-5699-3p	6				2																														
hsa-miR-5699-5p	13			3																		1													
hsa-miR-570-3p								18																32				4							
hsa-miR-5701													4																						
hsa-miR-5702																												12							
hsa-miR-5706						6																													
hsa-miR-572																													13						
hsa-miR-574-3p	5731	49	97	279	182	339	192	296	181	151	25	168	184	250	452	185	396	3	445	154	146	102	663	71	72	1023	236	2695	665	140	356	181	226		75
hsa-miR-576-5p	112	8	3	14	10	5		14	18	2	14	6	3	23	19	7	36		24	12	6	1	3	7	7	29	32	38	21	8					
hsa-miR-577	1260		11	63	54	20	8	24	13			6	29	9	30	2	81			16			19	6		24		19	50	1			35		
hsa-miR-579-3p					1	4											8																		
hsa-miR-579-5p																												15							
hsa-miR-580-3p	25																																		
hsa-miR-581	22																																		
hsa-miR-582-3p	385		8	9	10	10	14	20		2		15	7	20	27	15	10		21			5	20	16		32	3	81	69	10	2	1	9		
hsa-miR-582-5p	901	26	16	21	31	12	47	87	8	4		24	26	30	74	20	52		38	13	17	17	9	17		79	14	144	20		55	50	8		16
hsa-miR-583																	7																		
hsa-miR-584-3p						2									11																				
hsa-miR-584-5p	9698	62	9	25	70	116	76	21	65	15	32	4	95	196	163	12	110		48	67	31	42	314	10	8	69	75	175	383	91	199	21	67	1	22
hsa-miR-585-3p	32																											1							
hsa-miR-589-3p	21			2	10					1				6	12		1					3				1		3							
