name	unique reads 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (mult. map. adj.)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(lib)	180626-180628-190531_Brain_S32180626-180628-190531_Brain_S32(total)	coordinateString 180626-180628-190531_Brain_S32 180626-180628-190531_Brain_S32	180626-180628-190531_Brain_S32 (lib)	180626-180628-190531_Brain_S32 (total)
hsa-mir-320d-2	9.0	130.0	65.0	14.343631030614162	12.475775403029925	X:hsa;hsa-mir-320d-2,140926160,140926231,-	7.171815515307081	6.237887701514962
hsa-mir-767	7.0	126.0	126.0	13.902288537364495	12.091905390629003	X:hsa;hsa-mir-767,152393421,152393529,-	13.902288537364495	12.091905390629003
hsa-mir-20b	6.0	124.0	124.0	13.681617290739663	11.899970384428542	X:hsa;hsa-mir-20b,134169809,134169877,-	13.681617290739663	11.899970384428542
hsa-mir-522	5.0	122.0	91.16666666666667	13.460946044114829	11.708035378228082	19:hsa;hsa-mir-522,53751211,53751297,+	10.058930991981983	8.749037365970986
hsa-mir-758	15.0	120.0	120.0	13.240274797489995	11.516100372027623	14:hsa;hsa-mir-758,101026020,101026107,+	13.240274797489995	11.516100372027623
hsa-mir-205	7.0	120.0	120.0	13.240274797489995	11.516100372027623	1:hsa;hsa-mir-205,209432133,209432242,+	13.240274797489995	11.516100372027623
hsa-mir-18a	10.0	114.0	114.0	12.578261057615496	10.94029535342624	13:hsa;hsa-mir-18a,91350751,91350821,+	12.578261057615496	10.94029535342624
hsa-mir-3177	6.0	110.0	110.0	12.13691856436583	10.55642534102532	16:hsa;hsa-mir-3177,1734985,1735066,+	12.13691856436583	10.55642534102532
hsa-mir-4705	4.0	108.0	108.0	11.916247317740996	10.36449033482486	13:hsa;hsa-mir-4705,102045934,102046004,-	11.916247317740996	10.36449033482486
hsa-mir-4662a	7.0	108.0	108.0	11.916247317740996	10.36449033482486	8:hsa;hsa-mir-4662a,124821985,124822051,+	11.916247317740996	10.36449033482486
hsa-mir-642a	11.0	105.0	102.5	11.585240447803747	10.07658782552417	19:hsa;hsa-mir-642a,45674928,45675024,+	11.309401389522705	9.836669067773594
hsa-mir-483	11.0	105.0	105.0	11.585240447803747	10.07658782552417	11:hsa;hsa-mir-483,2134134,2134209,-	11.585240447803747	10.07658782552417
hsa-mir-6507	6.0	102.0	102.0	11.254233577866497	9.788685316223479	10:hsa;hsa-mir-6507,98924499,98924568,-	11.254233577866497	9.788685316223479
hsa-mir-6516	6.0	102.0	102.0	11.254233577866497	9.788685316223479	17:hsa;hsa-mir-6516,77089417,77089497,+	11.254233577866497	9.788685316223479
hsa-mir-3180-3	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-3,14911220,14911313,+	1.044287667108428	0.9082984889385421
hsa-mir-3180-1	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-1,14911220,14911313,+	1.044287667108428	0.9082984889385421
hsa-mir-3180-2	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-2,18402180,18402267,-	1.044287667108428	0.9082984889385421
hsa-mir-3180-2	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-2,16309879,16309966,+	1.044287667108428	0.9082984889385421
hsa-mir-3180-1	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-1,18402178,18402271,-	1.044287667108428	0.9082984889385421
hsa-mir-3180-2	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-2,14911224,14911311,+	1.044287667108428	0.9082984889385421
hsa-mir-3180-3	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-3,16309875,16309968,+	1.044287667108428	0.9082984889385421
hsa-mir-3180-3	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-3,18402178,18402271,-	1.044287667108428	0.9082984889385421
hsa-mir-3180-1	5.0	99.0	9.464646464646464	10.923226707929247	9.500782806922789	16:hsa;hsa-mir-3180-1,16309875,16309968,+	1.044287667108428	0.9082984889385421
hsa-mir-4440	8.0	98.0	98.0	10.81289108461683	9.404815303822557	2:hsa;hsa-mir-4440,239068817,239068914,-	10.81289108461683	9.404815303822557
hsa-mir-766	4.0	96.0	96.0	10.592219837991996	9.212880297622098	X:hsa;hsa-mir-766,119646738,119646848,-	10.592219837991996	9.212880297622098
hsa-mir-548e	5.0	93.0	93.0	10.261212968054746	8.924977788321407	10:hsa;hsa-mir-548e,110988926,110989013,+	10.261212968054746	8.924977788321407
hsa-mir-496	4.0	93.0	93.0	10.261212968054746	8.924977788321407	14:hsa;hsa-mir-496,101060573,101060674,+	10.261212968054746	8.924977788321407
hsa-mir-450a-1	6.0	92.0	59.5	10.15087734474233	8.829010285221177	X:hsa;hsa-mir-450a-1,134540341,134540431,-	6.56496958708879	5.7100664344636956
hsa-mir-450a-2	10.0	90.0	57.5	9.930206098117496	8.637075279020717	X:hsa;hsa-mir-450a-2,134540508,134540607,-	6.344298340463956	5.518131428263236
hsa-mir-942	8.0	86.0	86.0	9.48886360486783	8.253205266619796	1:hsa;hsa-mir-942,117094643,117094728,+	9.48886360486783	8.253205266619796
hsa-mir-514a-1	5.0	84.0	16.799999999999997	9.268192358242997	8.061270260419336	X:hsa;hsa-mir-514a-1,147279247,147279344,-	1.8536384716485992	1.6122540520838669
hsa-mir-514a-3	5.0	84.0	16.799999999999997	9.268192358242997	8.061270260419336	X:hsa;hsa-mir-514a-3,147284641,147284728,-	1.8536384716485992	1.6122540520838669
hsa-mir-514a-2	5.0	84.0	16.799999999999997	9.268192358242997	8.061270260419336	X:hsa;hsa-mir-514a-2,147284641,147284728,-	1.8536384716485992	1.6122540520838669
hsa-mir-514a-2	5.0	84.0	16.799999999999997	9.268192358242997	8.061270260419336	X:hsa;hsa-mir-514a-2,147281943,147282030,-	1.8536384716485992	1.6122540520838669
hsa-mir-490	6.0	84.0	84.0	9.268192358242997	8.061270260419336	7:hsa;hsa-mir-490,136903167,136903294,+	9.268192358242997	8.061270260419336
hsa-mir-514a-3	5.0	84.0	16.799999999999997	9.268192358242997	8.061270260419336	X:hsa;hsa-mir-514a-3,147281943,147282030,-	1.8536384716485992	1.6122540520838669
hsa-mir-576	7.0	82.0	82.0	9.047521111618163	7.869335254218875	4:hsa;hsa-mir-576,109488698,109488795,+	9.047521111618163	7.869335254218875
hsa-mir-1264	3.0	82.0	81.33333333333333	9.047521111618163	7.869335254218875	X:hsa;hsa-mir-1264,114652655,114652723,+	8.973964029409885	7.805356918818721
hsa-mir-23c	16.0	81.0	47.0	8.937185488305747	7.773367751118645	X:hsa;hsa-mir-23c,20017088,20017187,-	5.185774295683582	4.510472645710819
hsa-mir-1270	5.0	80.0	80.0	8.826849864993331	7.677400248018415	19:hsa;hsa-mir-1270,20399272,20399354,-	8.826849864993331	7.677400248018415
hsa-mir-210	6.0	79.0	79.0	8.716514241680914	7.581432744918184	11:hsa;hsa-mir-210,568089,568198,-	8.716514241680914	7.581432744918184
hsa-mir-513c	7.0	79.0	79.0	8.716514241680914	7.581432744918184	X:hsa;hsa-mir-513c,147189704,147189787,-	8.716514241680914	7.581432744918184
hsa-mir-122	3.0	79.0	79.0	8.716514241680914	7.581432744918184	18:hsa;hsa-mir-122,58451074,58451158,+	8.716514241680914	7.581432744918184
hsa-mir-2113	2.0	78.0	78.0	8.606178618368498	7.485465241817955	6:hsa;hsa-mir-2113,98024531,98024621,+	8.606178618368498	7.485465241817955
hsa-mir-1226	7.0	77.0	77.0	8.49584299505608	7.389497738717724	3:hsa;hsa-mir-1226,47849555,47849629,+	8.49584299505608	7.389497738717724
hsa-mir-3180-4	3.0	76.0	6.909090909090908	8.385507371743664	7.293530235617494	16:hsa;hsa-mir-3180-4,15154850,15155002,-	0.7623188519766967	0.6630482032379539
hsa-mir-3180-5	3.0	76.0	6.909090909090908	8.385507371743664	7.293530235617494	16:hsa;hsa-mir-3180-5,2135977,2136129,-	0.7623188519766967	0.6630482032379539
hsa-mir-551b	3.0	76.0	76.0	8.385507371743664	7.293530235617494	3:hsa;hsa-mir-551b,168551854,168551949,+	8.385507371743664	7.293530235617494
hsa-mir-33a	3.0	75.0	75.0	8.275171748431248	7.197562732517264	22:hsa;hsa-mir-33a,41900944,41901012,+	8.275171748431248	7.197562732517264
hsa-mir-452	7.0	73.0	73.0	8.054500501806414	7.005627726316804	X:hsa;hsa-mir-452,151959628,151959712,-	8.054500501806414	7.005627726316804
hsa-mir-500b	5.0	72.0	36.0	7.944164878493997	6.909660223216573	X:hsa;hsa-mir-500b,50010672,50010750,+	3.9720824392469987	3.4548301116082865
hsa-mir-1260b	3.0	71.0	71.0	7.8338292551815805	6.813692720116343	11:hsa;hsa-mir-1260b,96341438,96341526,+	7.8338292551815805	6.813692720116343
hsa-mir-3124	3.0	71.0	71.0	7.8338292551815805	6.813692720116343	1:hsa;hsa-mir-3124,248826377,248826443,+	7.8338292551815805	6.813692720116343
hsa-mir-585	2.0	69.0	69.0	7.613158008556748	6.6217577139158825	5:hsa;hsa-mir-585,169263601,169263694,-	7.613158008556748	6.6217577139158825
hsa-mir-4446	7.0	67.0	67.0	7.392486761931914	6.429822707715422	3:hsa;hsa-mir-4446,113594876,113594942,+	7.392486761931914	6.429822707715422
hsa-mir-211	7.0	67.0	59.5	7.392486761931914	6.429822707715422	15:hsa;hsa-mir-211,31065032,31065141,-	6.56496958708879	5.7100664344636956
hsa-mir-376b	5.0	63.0	57.0	6.951144268682247	6.045952695314502	14:hsa;hsa-mir-376b,101040436,101040535,+	6.289130528807748	5.47014767671312
hsa-mir-4510	16.0	63.0	32.5	6.951144268682247	6.045952695314502	15:hsa;hsa-mir-4510,35926856,35926923,+	3.5859077576535405	3.118943850757481
hsa-mir-3158-2	4.0	61.0	30.5	6.7304730220574145	5.854017689114041	10:hsa;hsa-mir-3158-2,101601417,101601497,-	3.3652365110287072	2.9270088445570206
hsa-mir-6716	4.0	61.0	61.0	6.7304730220574145	5.854017689114041	11:hsa;hsa-mir-6716,118644000,118644079,+	6.7304730220574145	5.854017689114041
hsa-mir-3158-1	4.0	61.0	30.5	6.7304730220574145	5.854017689114041	10:hsa;hsa-mir-3158-1,101601417,101601497,+	3.3652365110287072	2.9270088445570206
hsa-mir-3064	3.0	59.0	59.0	6.509801775432582	5.662082682913581	17:hsa;hsa-mir-3064,64500774,64500839,-	6.509801775432582	5.662082682913581
hsa-mir-203b	4.0	59.0	59.0	6.509801775432582	5.662082682913581	14:hsa;hsa-mir-203b,104117418,104117503,-	6.509801775432582	5.662082682913581
hsa-mir-3909	2.0	58.0	50.8	6.399466152120165	5.566115179813351	22:hsa;hsa-mir-3909,35335640,35335758,+	5.605049664270765	4.875149157491693
hsa-mir-219a-1	3.0	56.0	28.0	6.178794905495331	5.37418017361289	6:hsa;hsa-mir-219a-1,33207835,33207944,+	3.0893974527476655	2.687090086806445
hsa-mir-7854	4.0	55.0	55.0	6.068459282182915	5.27821267051266	16:hsa;hsa-mir-7854,81533902,81533966,+	6.068459282182915	5.27821267051266
hsa-mir-653	3.0	54.0	54.0	5.958123658870498	5.18224516741243	7:hsa;hsa-mir-653,93482760,93482855,-	5.958123658870498	5.18224516741243
hsa-mir-2681	5.0	54.0	54.0	5.958123658870498	5.18224516741243	13:hsa;hsa-mir-2681,101967642,101967746,-	5.958123658870498	5.18224516741243
hsa-mir-937	6.0	54.0	54.0	5.958123658870498	5.18224516741243	8:hsa;hsa-mir-937,143812957,143813042,-	5.958123658870498	5.18224516741243
hsa-mir-4640	5.0	53.0	53.0	5.847788035558081	5.0862776643122	6:hsa;hsa-mir-4640,30890883,30890972,+	5.847788035558081	5.0862776643122
hsa-mir-1258	5.0	52.0	47.5	5.7374524122456645	4.990310161211969	2:hsa;hsa-mir-1258,179860836,179860908,-	5.24094210733979	4.558456397260934
hsa-mir-6788	2.0	52.0	52.0	5.7374524122456645	4.990310161211969	18:hsa;hsa-mir-6788,10759584,10759649,-	5.7374524122456645	4.990310161211969
hsa-mir-3912	3.0	52.0	52.0	5.7374524122456645	4.990310161211969	5:hsa;hsa-mir-3912,171386656,171386760,-	5.7374524122456645	4.990310161211969
hsa-mir-1287	2.0	51.0	51.0	5.6271167889332485	4.894342658111739	10:hsa;hsa-mir-1287,98395218,98395307,-	5.6271167889332485	4.894342658111739
hsa-mir-2116	3.0	50.0	50.0	5.516781165620832	4.7983751550115095	15:hsa;hsa-mir-2116,59171183,59171262,-	5.516781165620832	4.7983751550115095
hsa-mir-4780	5.0	50.0	42.5	5.516781165620832	4.7983751550115095	2:hsa;hsa-mir-4780,88082519,88082599,-	4.6892639907777065	4.078618881759783
hsa-mir-519a-1	5.0	50.0	12.666666666666668	5.516781165620832	4.7983751550115095	19:hsa;hsa-mir-519a-1,53752397,53752481,+	1.3975845619572775	1.2155883726029157
hsa-mir-4326	5.0	50.0	50.0	5.516781165620832	4.7983751550115095	20:hsa;hsa-mir-4326,63286808,63286866,+	5.516781165620832	4.7983751550115095
hsa-mir-1292	3.0	50.0	50.0	5.516781165620832	4.7983751550115095	20:hsa;hsa-mir-1292,2652777,2652842,+	5.516781165620832	4.7983751550115095
hsa-mir-6841	3.0	50.0	50.0	5.516781165620832	4.7983751550115095	8:hsa;hsa-mir-6841,24953796,24953867,-	5.516781165620832	4.7983751550115095
hsa-mir-1911	5.0	49.0	49.0	5.406445542308415	4.702407651911279	X:hsa;hsa-mir-1911,114763184,114763263,+	5.406445542308415	4.702407651911279
hsa-mir-616	4.0	49.0	49.0	5.406445542308415	4.702407651911279	12:hsa;hsa-mir-616,57519163,57519259,-	5.406445542308415	4.702407651911279
hsa-mir-9983	3.0	48.0	48.0	5.296109918995998	4.606440148811049	6:hsa;hsa-mir-9983,39074314,39074381,+	5.296109918995998	4.606440148811049
hsa-mir-548ar	2.0	47.0	47.0	5.185774295683582	4.510472645710819	13:hsa;hsa-mir-548ar,114244505,114244561,+	5.185774295683582	4.510472645710819
hsa-mir-509-3	3.0	46.0	43.0	5.075438672371165	4.414505142610588	X:hsa;hsa-mir-509-3,147259652,147259726,-	4.744431802433915	4.126602633309898
hsa-mir-541	1.0	46.0	46.0	5.075438672371165	4.414505142610588	14:hsa;hsa-mir-541,101064495,101064578,+	5.075438672371165	4.414505142610588
hsa-mir-187	4.0	46.0	46.0	5.075438672371165	4.414505142610588	18:hsa;hsa-mir-187,35904818,35904926,-	5.075438672371165	4.414505142610588
hsa-mir-676	5.0	45.0	45.0	4.965103049058748	4.3185376395103585	X:hsa;hsa-mir-676,70022857,70022923,+	4.965103049058748	4.3185376395103585
hsa-mir-1229	3.0	45.0	45.0	4.965103049058748	4.3185376395103585	5:hsa;hsa-mir-1229,179798278,179798346,-	4.965103049058748	4.3185376395103585
hsa-mir-651	5.0	44.0	44.0	4.854767425746331	4.222570136410128	X:hsa;hsa-mir-651,8126965,8127061,+	4.854767425746331	4.222570136410128
hsa-mir-6514	3.0	44.0	44.0	4.854767425746331	4.222570136410128	11:hsa;hsa-mir-6514,62792702,62792771,-	4.854767425746331	4.222570136410128
hsa-mir-508	3.0	44.0	44.0	4.854767425746331	4.222570136410128	X:hsa;hsa-mir-508,147236913,147237027,-	4.854767425746331	4.222570136410128
hsa-mir-3127	5.0	43.0	43.0	4.744431802433915	4.126602633309898	2:hsa;hsa-mir-3127,96798278,96798353,+	4.744431802433915	4.126602633309898
hsa-mir-6847	2.0	43.0	43.0	4.744431802433915	4.126602633309898	8:hsa;hsa-mir-6847,144079874,144079942,+	4.744431802433915	4.126602633309898
hsa-mir-2277	4.0	43.0	43.0	4.744431802433915	4.126602633309898	5:hsa;hsa-mir-2277,93620696,93620788,-	4.744431802433915	4.126602633309898
hsa-mir-4525	3.0	43.0	43.0	4.744431802433915	4.126602633309898	17:hsa;hsa-mir-4525,82668233,82668307,-	4.744431802433915	4.126602633309898
hsa-mir-217	2.0	42.0	42.0	4.6340961791214985	4.030635130209668	2:hsa;hsa-mir-217,55982967,55983076,-	4.6340961791214985	4.030635130209668
hsa-mir-5584	5.0	42.0	42.0	4.6340961791214985	4.030635130209668	1:hsa;hsa-mir-5584,44545493,44545552,+	4.6340961791214985	4.030635130209668
hsa-mir-552	4.0	41.0	41.0	4.523760555809082	3.9346676271094374	1:hsa;hsa-mir-552,34669599,34669694,-	4.523760555809082	3.9346676271094374
hsa-mir-296	6.0	39.0	39.0	4.303089309184249	3.7427326209089773	20:hsa;hsa-mir-296,58817615,58817694,-	4.303089309184249	3.7427326209089773
hsa-mir-618	2.0	39.0	39.0	4.303089309184249	3.7427326209089773	12:hsa;hsa-mir-618,80935736,80935833,-	4.303089309184249	3.7427326209089773
hsa-mir-4787	4.0	39.0	39.0	4.303089309184249	3.7427326209089773	3:hsa;hsa-mir-4787,50675080,50675163,+	4.303089309184249	3.7427326209089773
hsa-mir-6720	4.0	39.0	39.0	4.303089309184249	3.7427326209089773	6:hsa;hsa-mir-6720,1390314,1390411,-	4.303089309184249	3.7427326209089773
hsa-mir-1276	3.0	39.0	39.0	4.303089309184249	3.7427326209089773	15:hsa;hsa-mir-1276,85770496,85770578,-	4.303089309184249	3.7427326209089773
hsa-mir-6761	3.0	39.0	39.0	4.303089309184249	3.7427326209089773	12:hsa;hsa-mir-6761,111799834,111799905,+	4.303089309184249	3.7427326209089773
hsa-mir-6837	2.0	38.0	38.0	4.192753685871832	3.646765117808747	7:hsa;hsa-mir-6837,44051766,44051829,+	4.192753685871832	3.646765117808747
hsa-mir-4536-1	4.0	38.0	19.0	4.192753685871832	3.646765117808747	X:hsa;hsa-mir-4536-1,55451495,55451582,-	2.096376842935916	1.8233825589043735
hsa-mir-4536-2	4.0	38.0	19.0	4.192753685871832	3.646765117808747	X:hsa;hsa-mir-4536-2,55451495,55451582,+	2.096376842935916	1.8233825589043735
hsa-mir-2276	5.0	38.0	38.0	4.192753685871832	3.646765117808747	13:hsa;hsa-mir-2276,24162416,24162504,+	4.192753685871832	3.646765117808747
hsa-mir-378c	2.0	38.0	25.5	4.192753685871832	3.646765117808747	10:hsa;hsa-mir-378c,130962588,130962668,-	2.8135583944666243	2.4471713290558696
hsa-mir-4773-1	1.0	37.0	18.5	4.082418062559415	3.5507976147085167	2:hsa;hsa-mir-4773-1,151368334,151368411,+	2.0412090312797075	1.7753988073542584
hsa-mir-4773-2	1.0	37.0	18.5	4.082418062559415	3.5507976147085167	2:hsa;hsa-mir-4773-2,151368334,151368411,-	2.0412090312797075	1.7753988073542584
hsa-mir-523	2.0	37.0	6.166666666666667	4.082418062559415	3.5507976147085167	19:hsa;hsa-mir-523,53698385,53698471,+	0.6804030104265693	0.5917996024514195
hsa-mir-518e	2.0	37.0	6.166666666666667	4.082418062559415	3.5507976147085167	19:hsa;hsa-mir-518e,53729838,53729925,+	0.6804030104265693	0.5917996024514195
hsa-mir-519b	2.0	37.0	6.166666666666667	4.082418062559415	3.5507976147085167	19:hsa;hsa-mir-519b,53695213,53695293,+	0.6804030104265693	0.5917996024514195
hsa-mir-7977	3.0	37.0	37.0	4.082418062559415	3.5507976147085167	3:hsa;hsa-mir-7977,176515103,176515151,+	4.082418062559415	3.5507976147085167
hsa-mir-519c	2.0	37.0	6.166666666666667	4.082418062559415	3.5507976147085167	19:hsa;hsa-mir-519c,53686469,53686555,+	0.6804030104265693	0.5917996024514195
hsa-mir-548ab	2.0	37.0	37.0	4.082418062559415	3.5507976147085167	3:hsa;hsa-mir-548ab,103524033,103524116,-	4.082418062559415	3.5507976147085167
hsa-mir-4423	3.0	36.0	36.0	3.9720824392469987	3.4548301116082865	1:hsa;hsa-mir-4423,85133794,85133873,+	3.9720824392469987	3.4548301116082865
hsa-mir-3622a	2.0	36.0	36.0	3.9720824392469987	3.4548301116082865	8:hsa;hsa-mir-3622a,27701677,27701759,+	3.9720824392469987	3.4548301116082865
hsa-mir-19a	5.0	36.0	35.333333333333336	3.9720824392469987	3.4548301116082865	13:hsa;hsa-mir-19a,91350891,91350972,+	3.898525357038721	3.3908517762081334
hsa-mir-6721	5.0	36.0	36.0	3.9720824392469987	3.4548301116082865	6:hsa;hsa-mir-6721,32170030,32170116,-	3.9720824392469987	3.4548301116082865
hsa-mir-4742	4.0	36.0	36.0	3.9720824392469987	3.4548301116082865	1:hsa;hsa-mir-4742,224398227,224398311,-	3.9720824392469987	3.4548301116082865
hsa-mir-1269b	2.0	34.0	34.0	3.7514111926221654	3.2628951054078263	17:hsa;hsa-mir-1269b,12917268,12917342,-	3.7514111926221654	3.2628951054078263
hsa-mir-33b	4.0	34.0	34.0	3.7514111926221654	3.2628951054078263	17:hsa;hsa-mir-33b,17813836,17813931,-	3.7514111926221654	3.2628951054078263
hsa-mir-4433b	4.0	33.0	33.0	3.641075569309749	3.166927602307596	2:hsa;hsa-mir-4433b,64340747,64340848,-	3.641075569309749	3.166927602307596
hsa-mir-624	3.0	33.0	33.0	3.641075569309749	3.166927602307596	14:hsa;hsa-mir-624,31014646,31014742,-	3.641075569309749	3.166927602307596
hsa-mir-5001	4.0	33.0	33.0	3.641075569309749	3.166927602307596	2:hsa;hsa-mir-5001,232550474,232550573,-	3.641075569309749	3.166927602307596
hsa-mir-1185-1	2.0	33.0	16.5	3.641075569309749	3.166927602307596	14:hsa;hsa-mir-1185-1,101042977,101043062,+	1.8205377846548745	1.583463801153798
hsa-mir-6733	3.0	33.0	33.0	3.641075569309749	3.166927602307596	1:hsa;hsa-mir-6733,43171652,43171712,-	3.641075569309749	3.166927602307596
hsa-mir-4501	4.0	33.0	33.0	3.641075569309749	3.166927602307596	13:hsa;hsa-mir-4501,96427229,96427292,+	3.641075569309749	3.166927602307596
hsa-mir-1304	3.0	33.0	33.0	3.641075569309749	3.166927602307596	11:hsa;hsa-mir-1304,93733674,93733764,-	3.641075569309749	3.166927602307596
hsa-mir-3149	2.0	33.0	33.0	3.641075569309749	3.166927602307596	8:hsa;hsa-mir-3149,76966768,76966850,-	3.641075569309749	3.166927602307596
hsa-mir-3151	2.0	33.0	33.0	3.641075569309749	3.166927602307596	8:hsa;hsa-mir-3151,103154614,103154689,+	3.641075569309749	3.166927602307596
hsa-mir-1914	1.0	33.0	33.0	3.641075569309749	3.166927602307596	20:hsa;hsa-mir-1914,63941465,63941544,-	3.641075569309749	3.166927602307596
hsa-mir-1185-2	2.0	33.0	16.5	3.641075569309749	3.166927602307596	14:hsa;hsa-mir-1185-2,101044198,101044283,+	1.8205377846548745	1.583463801153798
hsa-mir-3928	3.0	32.0	32.0	3.530739945997332	3.070960099207366	22:hsa;hsa-mir-3928,31160062,31160119,-	3.530739945997332	3.070960099207366
hsa-mir-1273h	2.0	32.0	32.0	3.530739945997332	3.070960099207366	16:hsa;hsa-mir-1273h,24203116,24203231,+	3.530739945997332	3.070960099207366
hsa-mir-3940	4.0	31.0	31.0	3.4204043226849157	2.9749925961071355	19:hsa;hsa-mir-3940,6416410,6416511,-	3.4204043226849157	2.9749925961071355
hsa-mir-548aw	2.0	31.0	31.0	3.4204043226849157	2.9749925961071355	9:hsa;hsa-mir-548aw,132945707,132945771,+	3.4204043226849157	2.9749925961071355
hsa-mir-3145	2.0	31.0	31.0	3.4204043226849157	2.9749925961071355	6:hsa;hsa-mir-3145,138435213,138435294,-	3.4204043226849157	2.9749925961071355
hsa-mir-6802	2.0	30.0	30.0	3.310068699372499	2.8790250930069057	19:hsa;hsa-mir-6802,55239912,55239976,-	3.310068699372499	2.8790250930069057
hsa-mir-3187	2.0	30.0	30.0	3.310068699372499	2.8790250930069057	19:hsa;hsa-mir-3187,813584,813653,+	3.310068699372499	2.8790250930069057
hsa-mir-4999	2.0	29.0	29.0	3.1997330760600824	2.7830575899066754	19:hsa;hsa-mir-4999,8389290,8389380,-	3.1997330760600824	2.7830575899066754
hsa-mir-1197	1.0	29.0	29.0	3.1997330760600824	2.7830575899066754	14:hsa;hsa-mir-1197,101025564,101025651,+	3.1997330760600824	2.7830575899066754
hsa-mir-6504	1.0	29.0	29.0	3.1997330760600824	2.7830575899066754	16:hsa;hsa-mir-6504,81611348,81611408,+	3.1997330760600824	2.7830575899066754
hsa-mir-4738	5.0	29.0	29.0	3.1997330760600824	2.7830575899066754	17:hsa;hsa-mir-4738,75784521,75784607,-	3.1997330760600824	2.7830575899066754
hsa-mir-6734	3.0	28.0	28.0	3.0893974527476655	2.687090086806445	1:hsa;hsa-mir-6734,43364648,43364715,-	3.0893974527476655	2.687090086806445
hsa-mir-556	3.0	28.0	28.0	3.0893974527476655	2.687090086806445	1:hsa;hsa-mir-556,162342546,162342640,+	3.0893974527476655	2.687090086806445
hsa-mir-6500	1.0	28.0	28.0	3.0893974527476655	2.687090086806445	1:hsa;hsa-mir-6500,51060018,51060103,+	3.0893974527476655	2.687090086806445
hsa-mir-7151	4.0	27.0	27.0	2.979061829435249	2.591122583706215	10:hsa;hsa-mir-7151,67403351,67403410,-	2.979061829435249	2.591122583706215
hsa-mir-548l	2.0	27.0	27.0	2.979061829435249	2.591122583706215	11:hsa;hsa-mir-548l,94466495,94466580,-	2.979061829435249	2.591122583706215
hsa-mir-548q	3.0	27.0	14.75	2.979061829435249	2.591122583706215	10:hsa;hsa-mir-548q,12725254,12725353,-	1.6274504438581454	1.4155206707283952
hsa-mir-10395	3.0	26.0	26.0	2.8687262061228322	2.4951550806059846	19:hsa;hsa-mir-10395,12703601,12703664,-	2.8687262061228322	2.4951550806059846
hsa-mir-6772	1.0	26.0	26.0	2.8687262061228322	2.4951550806059846	16:hsa;hsa-mir-6772,57772289,57772352,-	2.8687262061228322	2.4951550806059846
hsa-mir-6739	2.0	26.0	26.0	2.8687262061228322	2.4951550806059846	1:hsa;hsa-mir-6739,201863373,201863447,+	2.8687262061228322	2.4951550806059846
hsa-mir-549a	2.0	26.0	26.0	2.8687262061228322	2.4951550806059846	15:hsa;hsa-mir-549a,80841978,80842073,-	2.8687262061228322	2.4951550806059846
hsa-mir-641	2.0	25.0	25.0	2.758390582810416	2.3991875775057547	19:hsa;hsa-mir-641,40282543,40282641,-	2.758390582810416	2.3991875775057547
hsa-mir-6513	4.0	25.0	25.0	2.758390582810416	2.3991875775057547	2:hsa;hsa-mir-6513,218280125,218280188,-	2.758390582810416	2.3991875775057547
hsa-mir-1251	2.0	25.0	25.0	2.758390582810416	2.3991875775057547	12:hsa;hsa-mir-1251,97491909,97491978,+	2.758390582810416	2.3991875775057547
hsa-mir-597	2.0	25.0	25.0	2.758390582810416	2.3991875775057547	8:hsa;hsa-mir-597,9741672,9741768,+	2.758390582810416	2.3991875775057547
hsa-mir-378g	1.0	24.0	24.0	2.648054959497999	2.3032200744055245	1:hsa;hsa-mir-378g,94745860,94745900,-	2.648054959497999	2.3032200744055245
hsa-mir-6803	3.0	23.0	23.0	2.5377193361855825	2.207252571305294	19:hsa;hsa-mir-6803,55245186,55245250,-	2.5377193361855825	2.207252571305294
hsa-mir-1269a	2.0	23.0	23.0	2.5377193361855825	2.207252571305294	4:hsa;hsa-mir-1269a,66276824,66276928,+	2.5377193361855825	2.207252571305294
hsa-mir-6132	3.0	23.0	17.0	2.5377193361855825	2.207252571305294	7:hsa;hsa-mir-6132,117020211,117020319,+	1.8757055963110827	1.6314475527039132
hsa-mir-548a-3	2.0	23.0	13.666666666666668	2.5377193361855825	2.207252571305294	8:hsa;hsa-mir-548a-3,104484369,104484465,-	1.5079201852696942	1.311555875703146
hsa-mir-4677	2.0	23.0	23.0	2.5377193361855825	2.207252571305294	1:hsa;hsa-mir-4677,243346176,243346255,+	2.5377193361855825	2.207252571305294
